Attributes,Adj Close,Close,High,Low,Open,Volume,tenkan_sen,K Line,senkou_span_a,senkou_span_b,chikou_span
Symbols,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
Date,,,,,,,,,,,
2020-01-02,73.78591918945312,75.0875015258789,75.1500015258789,73.79750061035156,74.05999755859375,135480400.0,,,,,80.38749694824219
2020-01-03,73.06857299804688,74.35749816894531,75.1449966430664,74.125,74.2874984741211,146322800.0,,,,,79.90249633789062
2020-01-06,73.65078735351562,74.94999694824219,74.98999786376953,73.1875,73.44750213623047,118387200.0,,,,,81.80000305175781
2020-01-07,73.30440521240234,74.59750366210938,75.2249984741211,74.37000274658203,74.95999908447266,108872000.0,,,,,81.21749877929688
2020-01-08,74.48360443115234,75.79750061035156,76.11000061035156,74.29000091552734,74.29000091552734,132079200.0,,,,,81.23750305175781
2020-01-09,76.06570434570312,77.40750122070312,77.60749816894531,76.55000305175781,76.80999755859375,170108400.0,,,,,79.75
2020-01-10,76.2376708984375,77.5824966430664,78.1675033569336,77.0625,77.6500015258789,140644800.0,,,,,80.90499877929688
2020-01-13,77.8664321899414,79.23999786376953,79.26750183105469,77.7874984741211,77.91000366210938,121532000.0,,,,,80.07499694824219
2020-01-14,76.81497192382812,78.16999816894531,79.39250183105469,78.0425033569336,79.17500305175781,161954400.0,76.29000091552734,,,,78.26249694824219
2020-01-15,76.48579406738281,77.83499908447266,78.875,77.38749694824219,77.9625015258789,121923600.0,76.29000091552734,,,,74.54499816894531
2020-01-16,77.44387817382812,78.80999755859375,78.92500305175781,78.02249908447266,78.39749908447266,108829200.0,76.29000091552734,,,,72.0199966430664
2020-01-17,78.30126953125,79.68250274658203,79.68499755859375,78.75,79.06749725341797,137816400.0,76.98749923706055,,,,73.1624984741211
2020-01-21,77.77063751220703,79.14250183105469,79.75499725341797,79.0,79.29750061035156,110843200.0,77.02249908447266,,,,68.37999725341797
2020-01-22,78.04823303222656,79.42500305175781,79.99749755859375,79.32749938964844,79.6449966430664,101832400.0,78.27375030517578,,,,68.33999633789062
2020-01-23,78.42411041259766,79.80750274658203,79.88999938964844,78.9124984741211,79.4800033569336,104472000.0,78.52999877929688,,,,74.70249938964844
2020-01-24,78.19807434082031,79.57749938964844,80.8324966430664,79.37999725341797,80.0625,146537600.0,79.1099967956543,,,,72.33000183105469
2020-01-27,75.89864349365234,77.23750305175781,77.94249725341797,76.22000122070312,77.51499938964844,161940000.0,78.52624893188477,,,,75.68499755859375
2020-01-28,78.04576873779297,79.42250061035156,79.5999984741211,78.04750061035156,78.1500015258789,162234000.0,78.52624893188477,,,,73.2300033569336
2020-01-29,79.67945861816406,81.08499908447266,81.9625015258789,80.34500122070312,81.11250305175781,216229200.0,79.09125137329102,,,,72.25749969482422
2020-01-30,79.5639877319336,80.96749877929688,81.02249908447266,79.6875,80.13500213623047,126743200.0,79.09125137329102,,,,66.5425033569336
2020-01-31,76.03622436523438,77.37750244140625,80.66999816894531,77.07250213623047,80.23249816894531,199588400.0,79.09125137329102,,,,71.33499908447266
2020-02-03,75.82740020751953,77.16500091552734,78.37249755859375,75.55500030517578,76.07499694824219,173788400.0,78.75875091552734,,,,68.85749816894531
2020-02-04,78.33074188232422,79.7125015258789,79.91000366210938,78.40750122070312,78.82749938964844,136616400.0,78.75875091552734,,,,62.057498931884766
2020-02-05,78.96949768066406,80.36250305175781,81.19000244140625,79.73750305175781,80.87999725341797,118826800.0,78.75875091552734,,,,69.49250030517578
2020-02-06,79.89317321777344,81.30249786376953,81.30500030517578,80.06500244140625,80.64250183105469,105425600.0,78.75875091552734,,,,60.5525016784668
2020-02-07,78.80722045898438,80.00749969482422,80.8499984741211,79.5,80.59249877929688,117684000.0,78.75875091552734,77.57500076293945,,,63.21500015258789
2020-02-10,79.18152618408203,80.38749694824219,80.38749694824219,78.4625015258789,78.54499816894531,109348800.0,78.75875091552734,77.57500076293945,,,61.66749954223633
2020-02-11,78.70378875732422,79.90249633789062,80.9749984741211,79.67749786376953,80.9000015258789,94323200.0,78.43000030517578,77.57500076293945,,,61.19499969482422
2020-02-12,80.57283020019531,81.80000305175781,81.80500030517578,80.36750030517578,80.36750030517578,113730400.0,78.68000030517578,78.12625122070312,,,57.310001373291016
2020-02-13,79.99905395507812,81.21749877929688,81.55500030517578,80.8375015258789,81.04750061035156,94747600.0,78.68000030517578,78.12625122070312,,,56.092498779296875
2020-02-14,80.01876831054688,81.23750305175781,81.49500274658203,80.7125015258789,81.18499755859375,80113600.0,80.10625076293945,78.75875091552734,,,61.720001220703125
2020-02-18,78.5535888671875,79.75,79.9375,78.65249633789062,78.83999633789062,152531200.0,80.13375091552734,78.75875091552734,,,61.380001068115234
2020-02-19,79.69125366210938,80.90499877929688,81.14250183105469,80.0,80.0,93984000.0,80.13375091552734,78.75875091552734,,,64.61000061035156
2020-02-20,78.87368774414062,80.07499694824219,81.1624984741211,79.55249786376953,80.65750122070312,100566000.0,80.13375091552734,78.75875091552734,,,61.935001373291016
2020-02-21,77.08839416503906,78.26249694824219,80.11250305175781,77.625,79.65499877929688,129554000.0,79.71500015258789,78.75875091552734,,,63.70249938964844
2020-02-24,73.42666625976562,74.54499816894531,76.04499816894531,72.30750274658203,74.31500244140625,222195200.0,77.0562515258789,77.13500213623047,,,63.5724983215332
2020-02-25,70.93953704833984,72.0199966430664,75.63249969482422,71.53250122070312,75.23750305175781,230673600.0,76.66875076293945,76.74750137329102,,,60.227500915527344
2020-02-26,72.06491088867188,73.1624984741211,74.47000122070312,71.625,71.63249969482422,198054800.0,76.54375076293945,76.74750137329102,,,61.23249816894531
2020-02-27,67.35416412353516,68.37999725341797,71.5,68.23999786376953,70.2750015258789,320605600.0,74.86750030517578,75.10124969482422,,,60.352500915527344
