,Date,High,Low,Open,Close,Volume,Adj Close,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span
0,2022-02-22,166.69000244140625,162.14999389648438,164.97999572753906,164.32000732421875,91162800.0,163.85133361816406,,,,,177.77000427246094
1,2022-02-23,166.14999389648438,159.75,165.5399932861328,160.07000732421875,90009200.0,159.61346435546875,,,,,174.61000061035156
2,2022-02-24,162.85000610351562,152.0,152.5800018310547,162.74000549316406,141147500.0,162.27584838867188,,,,,174.30999755859375
3,2022-02-25,165.1199951171875,160.8699951171875,163.83999633789062,164.85000610351562,91974200.0,164.37982177734375,,,,,178.44000244140625
4,2022-02-28,165.4199981689453,162.42999267578125,163.05999755859375,165.1199951171875,95056600.0,164.6490478515625,,,,,175.05999755859375
5,2022-03-01,166.60000610351562,161.97000122070312,164.6999969482422,163.1999969482422,83474400.0,162.73451232910156,,,,,171.8300018310547
6,2022-03-02,167.36000061035156,162.9499969482422,164.38999938964844,166.55999755859375,79724800.0,166.08494567871094,,,,,172.13999938964844
7,2022-03-03,168.91000366210938,165.5500030517578,168.47000122070312,166.22999572753906,76678400.0,165.75587463378906,,,,,170.08999633789062
8,2022-03-04,165.5500030517578,162.10000610351562,164.49000549316406,163.1699981689453,83737200.0,162.70460510253906,160.4550018310547,,,,165.75
9,2022-03-07,165.02000427246094,159.0399932861328,163.36000061035156,159.3000030517578,96418800.0,158.8456573486328,160.4550018310547,,,,167.66000366210938
10,2022-03-08,162.8800048828125,155.8000030517578,158.82000732421875,157.44000244140625,131148300.0,156.99095153808594,160.4550018310547,,,,170.39999389648438
11,2022-03-09,163.41000366210938,159.41000366210938,161.47999572753906,162.9499969482422,91454900.0,162.4852294921875,162.3550033569336,,,,165.2899932861328
12,2022-03-10,160.38999938964844,155.97999572753906,160.1999969482422,158.52000427246094,105342000.0,158.06788635253906,162.3550033569336,,,,165.07000732421875
13,2022-03-11,159.27999877929688,154.5,158.92999267578125,154.72999572753906,96970100.0,154.28868103027344,161.7050018310547,,,,167.39999389648438
14,2022-03-14,154.1199951171875,150.10000610351562,151.4499969482422,150.6199951171875,108732100.0,150.19039916992188,159.5050048828125,,,,167.22999572753906
15,2022-03-15,155.57000732421875,150.3800048828125,150.89999389648438,155.08999633789062,92964300.0,154.64764404296875,159.5050048828125,,,,166.4199981689453
16,2022-03-16,160.0,154.4600067138672,157.0500030517578,159.58999633789062,102300200.0,159.1348114013672,157.82500457763672,,,,161.7899932861328
17,2022-03-17,161.0,157.6300048828125,158.61000061035156,160.6199951171875,75615400.0,160.16188049316406,157.56000518798828,,,,162.8800048828125
18,2022-03-18,164.47999572753906,159.75999450683594,160.50999450683594,163.97999572753906,123511700.0,163.5122833251953,157.29000091552734,,,,156.8000030517578
19,2022-03-21,166.35000610351562,163.00999450683594,163.50999450683594,165.3800048828125,95811400.0,164.90830993652344,158.22500610351562,,,,156.57000732421875
20,2022-03-22,169.4199981689453,164.91000366210938,165.50999450683594,168.82000732421875,81532000.0,168.3385009765625,159.76000213623047,,,,163.63999938964844
21,2022-03-23,172.63999938964844,167.64999389648438,167.99000549316406,170.2100067138672,98062700.0,169.7245330810547,161.37000274658203,,,,157.64999389648438
22,2022-03-24,174.13999938964844,170.2100067138672,171.05999755859375,174.07000732421875,90131400.0,173.5735321044922,162.12000274658203,,,,157.9600067138672
23,2022-03-25,175.27999877929688,172.75,173.8800048828125,174.72000122070312,80546200.0,174.22166442871094,162.8300018310547,,,,159.47999572753906
24,2022-03-28,175.72999572753906,172.0,172.1699981689453,175.60000610351562,90371900.0,175.0991668701172,165.09500122070312,,,,166.02000427246094
25,2022-03-29,179.00999450683594,176.33999633789062,176.69000244140625,178.9600067138672,100589400.0,178.44956970214844,168.31999969482422,164.55500030517578,,,156.77000427246094
26,2022-03-30,179.61000061035156,176.6999969482422,178.5500030517578,177.77000427246094,92633200.0,177.26296997070312,169.68499755859375,164.8550033569336,,,157.27999877929688
27,2022-03-31,178.02999877929688,174.39999389648438,177.83999633789062,174.61000061035156,103049300.0,174.1119842529297,171.30999755859375,164.8550033569336,,,152.05999755859375
28,2022-04-01,174.8800048828125,171.94000244140625,174.02999877929688,174.30999755859375,78751300.0,173.81283569335938,172.26000213623047,164.8550033569336,,,154.50999450683594
29,2022-04-04,178.49000549316406,174.44000244140625,174.57000732421875,178.44000244140625,76468400.0,177.93106079101562,173.62999725341797,164.8550033569336,,,146.5
30,2022-04-05,178.3000030517578,174.4199981689453,177.5,175.05999755859375,73401800.0,174.56069946289062,174.91000366210938,164.8550033569336,,,142.55999755859375
31,2022-04-06,173.6300048828125,170.1300048828125,172.36000061035156,171.8300018310547,89058800.0,171.3399200439453,174.87000274658203,164.8550033569336,,,147.11000061035156
32,2022-04-07,173.36000061035156,169.85000610351562,171.16000366210938,172.13999938964844,77594700.0,171.64901733398438,174.7300033569336,164.8550033569336,,,145.5399932861328
