Date,High,Low,Open,Close,Volume,Adj Close
2021-11-01,336.3999938964844,329.9209899902344,335.29998779296875,334.5,5972385.0,317.70648193359375
2021-11-02,336.29998779296875,331.79998779296875,334.20001220703125,336.0,5259270.0,319.1311950683594
2021-11-03,336.0,331.1000061035156,335.0,334.70001220703125,6651576.0,317.896484375
2021-11-04,343.0,335.1000061035156,335.70001220703125,342.20001220703125,5944799.0,325.0199279785156
2021-11-05,342.0,332.5,340.5,332.5,9833845.0,315.8069152832031
2021-11-08,333.3999938964844,326.510009765625,330.0,327.79998779296875,6599673.0,311.3428649902344
2021-11-09,330.6000061035156,326.29998779296875,327.6000061035156,330.6000061035156,12259060.0,314.0023193359375
2021-11-10,340.5,330.0,330.0,340.29998779296875,6521237.0,323.2153015136719
2021-11-11,341.6000061035156,337.0,339.79998779296875,338.6000061035156,5185396.0,321.60064697265625
2021-11-12,341.0,337.8999938964844,339.0,341.0,6789682.0,323.8801574707031
2021-11-15,342.0,338.1000061035156,340.0,340.70001220703125,5798607.0,323.5952453613281
2021-11-16,340.5,334.8999938964844,339.6000061035156,337.70001220703125,6298115.0,320.745849609375
2021-11-17,338.79998779296875,334.0,334.0,335.0,8560416.0,318.181396484375
2021-11-18,339.1000061035156,332.6000061035156,335.0,337.20001220703125,7332608.0,320.27093505859375
2021-11-19,329.20001220703125,317.6000061035156,320.0,322.5,20660124.0,306.3089599609375
2021-11-22,328.6000061035156,319.79998779296875,322.79998779296875,327.5,12569397.0,311.0579528808594
2021-11-23,333.3999938964844,323.79998779296875,323.79998779296875,331.8999938964844,7066553.0,315.2370300292969
2021-11-24,336.0,328.3999938964844,332.70001220703125,328.3999938964844,4996445.0,311.9127502441406
2021-11-25,329.70001220703125,323.70001220703125,328.70001220703125,325.3999938964844,4534054.0,309.0633544921875
2021-11-26,327.29998779296875,317.29998779296875,319.5,325.0,19757029.0,308.6834411621094
2021-11-29,328.5,324.70001220703125,327.70001220703125,326.0,5849318.0,309.63323974609375
2021-11-30,324.8999938964844,316.79998779296875,322.29998779296875,316.79998779296875,13608965.0,300.8951110839844
2021-12-01,326.3999938964844,318.3999938964844,318.8999938964844,322.8999938964844,10217720.0,306.6888732910156
2021-12-02,326.1000061035156,319.70001220703125,319.70001220703125,322.8999938964844,5332696.0,306.6888732910156
2021-12-03,331.5,325.29998779296875,325.79998779296875,331.0,6671055.0,314.3822021484375
2021-12-06,337.20001220703125,330.6000061035156,332.3999938964844,334.1000061035156,2849679.0,317.3265686035156
2021-12-07,340.8999938964844,334.0,335.3999938964844,340.20001220703125,4252119.0,323.1203308105469
2021-12-08,343.79998779296875,336.5,337.6000061035156,340.0,7232663.0,322.93035888671875
2021-12-09,343.3999938964844,338.29998779296875,342.79998779296875,341.3999938964844,4420831.0,324.26007080078125
2021-12-10,341.3999938964844,332.6000061035156,339.8999938964844,332.8999938964844,5774330.0,316.18682861328125
2021-12-13,339.3999938964844,332.8999938964844,333.8999938964844,334.5,4604197.0,317.70648193359375
2021-12-14,339.70001220703125,334.3999938964844,335.0,338.8999938964844,5648672.0,321.8855895996094
2021-12-15,339.5,329.5,339.5,329.5,11373167.0,312.95751953125
2021-12-16,335.79998779296875,329.5,330.70001220703125,333.70001220703125,8717999.0,316.9466552734375
2021-12-17,340.3999938964844,332.3999938964844,333.1000061035156,337.3999938964844,12002319.0,320.4609069824219
2021-12-20,334.0,326.6000061035156,333.0,334.0,6804320.0,317.2315979003906
2021-12-21,340.5,335.5,338.1000061035156,338.8999938964844,9811528.0,321.8855895996094
2021-12-22,342.29998779296875,338.1000061035156,339.5,342.29998779296875,7257973.0,325.1148681640625
2021-12-23,346.20001220703125,341.79998779296875,343.5,343.70001220703125,2681153.0,326.4446105957031
2021-12-24,347.1000061035156,342.5,345.0,342.5,861659.0,325.30487060546875
2021-12-29,352.70001220703125,343.0,343.0,351.6000061035156,4056246.0,333.947998046875
2021-12-30,352.29998779296875,347.5,351.3999938964844,349.29998779296875,2905269.0,331.7634582519531
2021-12-31,351.70001220703125,338.29998779296875,347.79998779296875,338.29998779296875,2269183.0,321.3157043457031
2022-01-04,349.29998779296875,339.70001220703125,346.0,347.6000061035156,8393249.0,330.1488342285156
2022-01-05,357.20001220703125,347.20001220703125,347.6000061035156,356.0,10864232.0,338.1270751953125
2022-01-06,359.79998779296875,349.6000061035156,351.70001220703125,355.70001220703125,7613055.0,337.8421630859375
2022-01-07,357.3999938964844,348.70001220703125,354.29998779296875,349.5,5755645.0,331.9533996582031
2022-01-10,350.79998779296875,339.6000061035156,350.29998779296875,339.6000061035156,5170225.0,322.5504455566406
2022-01-11,344.79998779296875,337.79998779296875,341.1000061035156,339.0,7957519.0,321.9805603027344
2022-01-12,345.70001220703125,338.3580017089844,339.70001220703125,344.6000061035156,8239009.0,327.2994384765625
2022-01-13,345.70001220703125,339.20001220703125,344.1000061035156,341.0,9348918.0,323.8801574707031
2022-01-14,341.29998779296875,328.29998779296875,340.5,329.20001220703125,8003027.0,312.672607421875
2022-01-17,339.70001220703125,329.6000061035156,329.8999938964844,337.70001220703125,4093189.0,320.745849609375
2022-01-18,338.29998779296875,332.3999938964844,336.29998779296875,334.0,7545894.0,317.2315979003906
