Date,High,Low,Open,Close,Volume,Adj Close
2021-11-01,1294.0,1213.2099609375,1248.0,1288.0,473704.0,1288.0
2021-11-08,1292.0,1268.0,1292.0,1290.0,253162.0,1290.0
2021-11-15,1298.0,1268.0,1290.0,1268.0,216223.0,1268.0
2021-11-22,1294.0,1240.0,1280.0,1240.0,282207.0,1240.0
2021-11-29,1286.0,1240.0,1272.0,1260.0,253533.0,1260.0
2021-12-06,1294.0,1254.0,1254.0,1272.0,375475.0,1272.0
2021-12-13,1300.0,1250.0,1266.0,1290.0,250777.0,1290.0
2021-12-20,1289.14697265625,1260.0,1272.0,1270.0,328843.0,1270.0
2021-12-27,1288.0,1262.0,1270.0,1268.0,56168.0,1268.0
2022-01-03,1314.0,1267.199951171875,1268.0,1306.0,250791.0,1306.0
2022-01-10,1306.0,1248.0,1306.0,1248.0,273483.0,1248.0
2022-01-17,1283.1190185546875,1228.0,1258.0,1228.0,284270.0,1228.0
2022-01-24,1238.0,1140.0,1230.0,1160.0,608001.0,1160.0
2022-01-31,1248.0,1164.0,1172.0,1232.0,308809.0,1232.0
2022-02-07,1258.0,1220.0,1250.0,1220.0,499910.0,1220.0
2022-02-14,1260.0,1182.0,1212.0,1220.0,293555.0,1220.0
2022-02-21,1236.0799560546875,1066.22802734375,1224.0,1130.0,444578.0,1130.0
2022-02-28,1144.8480224609375,1050.0,1116.0,1114.0,369460.0,1114.0
2022-03-07,1226.0,1064.0,1112.0,1188.0,365270.0,1188.0
2022-03-14,1220.0,1158.0,1194.0,1164.0,556893.0,1164.0
2022-03-21,1221.9610595703125,1136.0,1182.0,1144.0,435878.0,1144.0
2022-03-27,1166.0,1130.0,1140.0,1136.0,608401.0,1136.0
2022-04-03,1168.0,1130.0,1156.0,1136.0,314481.0,1136.0
2022-04-10,1164.0,1124.0,1136.0,1160.0,205528.0,1160.0
2022-04-17,1160.0,1126.0,1160.0,1134.0,156446.0,1134.0
2022-04-24,1130.0,1092.0,1124.0,1114.0,375400.0,1114.0
2022-05-01,1156.0,1060.0,1114.0,1066.0,346149.0,1066.0
2022-05-08,1068.5,1004.0,1052.0,1054.0,390353.0,1054.0
2022-05-15,1128.0,1056.625,1066.0,1078.0,266249.0,1078.0
2022-05-22,1136.0,1084.0,1084.0,1110.0,507714.0,1110.0
2022-05-29,1134.0,1068.0,1134.0,1068.0,165957.0,1068.0
2022-06-05,1115.760009765625,1008.0,1090.0,1080.0,289141.0,1080.0
2022-06-12,1071.68701171875,989.0,1070.0,1010.0,389333.0,1010.0
2022-06-19,1023.5999755859375,954.0,1006.0,999.0,226936.0,999.0
2022-06-26,1112.0,986.4420166015625,1000.0,1066.0,335617.0,1066.0
2022-07-03,1114.0,1052.0,1052.0,1100.0,214992.0,1100.0
2022-07-10,1114.0,1018.0,1078.0,1046.0,150879.0,1046.0
2022-07-17,1150.0,1036.0,1074.0,1138.0,264467.0,1138.0
2022-07-24,1190.0,1126.0,1136.0,1166.0,797203.0,1166.0
2022-07-31,1174.0,1036.0,1172.0,1092.0,508453.0,1092.0
2022-08-07,1142.0,1076.511962890625,1090.0,1084.0,206266.0,1084.0
2022-08-14,1142.0,1086.0,1098.0,1090.0,915194.0,1090.0
2022-08-21,1107.4320068359375,1072.0,1092.0,1092.0,289356.0,1092.0
2022-08-28,1104.0,1000.0,1092.0,1060.0,323069.0,1060.0
2022-09-04,1080.0,1032.0,1032.0,1080.0,369202.0,1080.0
2022-09-11,1078.0,1020.0,1060.0,1020.0,483015.0,1020.0
2022-09-18,1040.6669921875,978.0,1020.0,980.0,202918.0,980.0
2022-09-25,995.9879760742188,928.0,970.0,991.0,345264.0,991.0
2022-10-02,1100.0,972.0,999.0,1000.0,482883.0,1000.0
2022-10-09,1046.0,944.0,1008.0,1018.0,323233.0,1018.0
2022-10-16,1060.0,990.0,1026.0,1020.0,317503.0,1020.0
2022-10-23,1110.0,1020.0,1020.0,1030.0,209421.0,1030.0
2022-10-31,1059.2750244140625,1004.0,1059.2750244140625,1004.0,62547.0,1004.0
