Date,High,Low,Open,Close,Volume,Adj Close,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span
2021-11-01,495.79998779296875,471.5660095214844,482.3999938964844,495.6000061035156,803890.0,491.05999755859375,,,,,464.3999938964844
2021-11-02,499.3999938964844,492.6000061035156,495.0,499.3999938964844,601982.0,494.8251647949219,,,,,471.3999938964844
2021-11-03,492.20001220703125,470.20001220703125,489.79998779296875,490.0,3548659.0,485.51129150390625,,,,,474.3999938964844
2021-11-04,502.5,488.0,491.0,498.0,890242.0,493.43798828125,,,,,467.3999938964844
2021-11-05,503.7980041503906,490.79998779296875,490.79998779296875,494.3999938964844,1776053.0,489.8709716796875,,,,,458.6000061035156
2021-11-08,502.0,490.0,502.0,492.0,454329.0,487.49298095703125,,,,,458.79998779296875
2021-11-09,491.79998779296875,472.6000061035156,490.6000061035156,473.6000061035156,1115800.0,469.26153564453125,,,,,449.3999938964844
2021-11-10,480.0,467.0,480.0,473.6000061035156,1421731.0,469.26153564453125,,,,,451.3999938964844
2021-11-11,483.79998779296875,468.0,483.79998779296875,470.20001220703125,493395.0,465.8926696777344,485.3990020751953,,,,456.0
2021-11-12,471.79998779296875,461.0,461.0,466.20001220703125,1074063.0,461.9293212890625,482.3990020751953,,,,457.79998779296875
2021-11-15,471.0,463.20001220703125,464.6000061035156,467.20001220703125,886477.0,462.920166015625,482.3990020751953,,,,466.0
2021-11-16,475.0,458.0,475.0,468.79998779296875,2021742.0,464.5054931640625,480.8990020751953,,,,469.0
2021-11-17,468.3999938964844,457.20001220703125,457.20001220703125,465.20001220703125,3677298.0,460.9384765625,480.49900817871094,,,,462.3999938964844
2021-11-18,473.0,463.20001220703125,473.0,464.0,815303.0,459.74945068359375,479.6000061035156,,,,460.20001220703125
2021-11-19,468.3999938964844,461.6000061035156,464.79998779296875,466.79998779296875,621613.0,462.5238037109375,474.5,,,,470.6000061035156
2021-11-22,474.79998779296875,457.6000061035156,474.79998779296875,458.20001220703125,741220.0,454.0025939941406,470.5,,,,468.20001220703125
2021-11-23,494.74700927734375,463.20001220703125,467.6000061035156,483.6000061035156,2405928.0,479.169921875,475.9735107421875,,,,465.0
2021-11-24,492.6000061035156,469.8810119628906,492.6000061035156,470.0,1536098.0,465.6944885253906,475.9735107421875,,,,466.20001220703125
2021-11-25,476.6000061035156,469.79998779296875,470.0,470.0,525362.0,465.6944885253906,475.9735107421875,,,,464.0
2021-11-26,486.20001220703125,460.79998779296875,470.0,478.20001220703125,1796311.0,473.81939697265625,475.9735107421875,,,,460.79998779296875
2021-11-29,493.6000061035156,465.3999938964844,482.0,465.3999938964844,986539.0,461.1366271972656,475.9735107421875,,,,454.6000061035156
2021-11-30,478.0,460.95599365234375,471.20001220703125,467.0,1632680.0,462.72198486328125,476.1735076904297,,,,445.20001220703125
2021-12-01,480.0,468.0400085449219,470.20001220703125,469.3999938964844,1071541.0,465.0999755859375,476.1735076904297,,,,433.3999938964844
2021-12-02,467.6000061035156,454.20001220703125,454.20001220703125,464.0,777292.0,464.0,474.4735107421875,,,,445.0
2021-12-03,470.79998779296875,459.79998779296875,466.79998779296875,460.3999938964844,3113094.0,460.3999938964844,474.4735107421875,,,,434.3999938964844
2021-12-06,465.6000061035156,451.79998779296875,459.20001220703125,454.6000061035156,1059190.0,454.6000061035156,472.6999969482422,477.7989959716797,,,417.6000061035156
2021-12-07,470.0,455.20001220703125,470.0,464.3999938964844,601755.0,464.3999938964844,472.6999969482422,477.7989959716797,,,420.0
2021-12-08,473.0,460.0,460.0,471.3999938964844,1035818.0,471.3999938964844,472.6999969482422,477.7989959716797,,,409.0
2021-12-09,478.20001220703125,470.3999938964844,478.0,474.3999938964844,5674144.0,474.3999938964844,472.6999969482422,477.7989959716797,,,417.79998779296875
2021-12-10,480.0,466.0,480.0,467.3999938964844,789639.0,467.3999938964844,465.8999938964844,477.7989959716797,,,417.3999938964844
2021-12-13,465.0400085449219,455.3999938964844,460.0,458.6000061035156,747831.0,458.6000061035156,465.8999938964844,476.8999938964844,,,414.20001220703125
2021-12-14,464.79998779296875,456.6000061035156,461.0,458.79998779296875,1800717.0,458.79998779296875,465.8999938964844,473.27349853515625,,,407.20001220703125
2021-12-15,465.0,447.6000061035156,465.0,449.3999938964844,1793889.0,449.3999938964844,463.8000030517578,471.1735076904297,,,418.0
2021-12-16,455.3999938964844,449.0,455.0,451.3999938964844,414808.0,451.3999938964844,463.8000030517578,471.1735076904297,,,429.3999938964844
2021-12-17,458.0,435.0,435.0,456.0,1202586.0,456.0,457.5,464.8735046386719,,,430.0
2021-12-20,458.79998779296875,437.20001220703125,437.20001220703125,457.79998779296875,570968.0,457.79998779296875,457.5,464.8735046386719,,,433.6000061035156
