Symbol,Name,Close,1H Cloud Score,1D Cloud Score,1W Cloud Score,1M Cloud Score,Cloud Score Sum,1H TKx Score,1D TKx Score,1W TKx Score,1M TKx Score,TKx Score Sum,Total Score Sum
CTSH,Cognizant,77.2,-56,-4,37,9,-14,-7,-12,31,13,25,11
CHRW,C.H. Robinson,99.29,0,-35,34,11,10,-7,9,-6,3,-1,9
PARA,Paramount Global,11.93,3,24,0,-34,-7,9,35,12,-40,16,9
DOC,Healthpeak Properties,20.34,-2,0,37,-26,9,-8,15,-11,4,0,9
EQR,Equity Residential,70.15,0,-3,1,8,6,7,-4,-8,8,3,9
NVR,"NVR, Inc.",7280.72,0,-74,-2,60,-16,9,2,-11,24,24,8
DD,DuPont,76.95,1,-1,0,14,14,-7,-8,-14,21,-8,6
KMB,Kimberly-Clark,139.08,-49,25,5,13,-6,-49,37,2,21,11,5
ACN,Accenture,300.77,-7,-16,-2,9,-16,-5,-16,28,14,21,5
SMCI,Supermicro,39.09,-17,29,-30,53,35,-21,-11,5,-4,-31,4
O,Realty Income,56.46,-49,21,0,2,-26,-7,41,-13,8,29,3
LHX,L3Harris,209.88,-2,-1,0,1,-2,-5,11,-10,9,5,3
QCOM,Qualcomm,157.93,14,-16,-4,17,11,29,-19,-31,13,-8,3
SBAC,SBA Communications,220.95,7,18,4,-15,14,-6,37,-12,-30,-11,3
LULU,Lululemon Athletica,324.39,0,-14,0,0,-14,27,-24,19,-7,15,1
CSGP,CoStar Group,79.0,0,5,-42,9,-28,-9,37,2,-4,26,-2
SW,Smurfit Westrock,45.71,1,-16,0,0,-15,28,-13,-2,0,13,-2
ES,Eversource Energy,61.6,30,10,2,-5,37,-5,2,-14,-23,-40,-3
REGN,Regeneron Pharmaceuticals,662.36,-45,-7,-20,61,-11,-49,19,-21,58,7,-4
CHTR,Charter Communications,362.58,0,0,7,-31,-24,27,-1,-7,1,20,-4
HII,Huntington Ingalls Industries,201.7,28,4,-21,0,11,-2,12,-21,-4,-15,-4
HAS,Hasbro,60.35,-1,0,0,-6,-7,15,-6,-13,6,2,-5
OMC,Omnicom Group,80.7,0,-69,-6,40,-35,23,-28,-11,45,29,-6
LKQ,LKQ Corporation,40.98,-41,26,-2,0,-17,-5,24,3,-12,10,-7
FRT,Federal Realty Investment Trust,97.36,0,-24,-2,9,-17,23,-15,-8,9,9,-8
KIM,Kimco Realty,20.91,5,-62,0,50,-7,25,-28,-7,9,-1,-8
WDAY,"Workday, Inc.",250.37,2,-14,0,9,-3,-5,-16,-2,17,-6,-9
BBY,Best Buy,73.49,0,-13,-3,-1,-17,23,-12,-14,11,8,-9
EXR,Extra Space Storage,145.78,-4,-8,0,0,-12,19,-9,-15,8,3,-9
DHI,D. R. Horton,131.13,0,-97,-7,60,-44,19,4,-14,25,34,-10
PLD,Prologis,112.06,-6,0,0,0,-6,-11,-5,2,9,-5,-11
CDW,CDW Corporation,168.02,0,-17,-21,65,27,28,-22,-42,-3,-39,-12
DIS,Walt Disney Company (The),98.85,0,-11,0,-36,-47,30,-22,19,8,35,-12
ZTS,Zoetis,162.92,0,-8,-14,0,-22,-2,12,-17,13,6,-16
FIS,Fidelity National Information Services,74.43,30,-27,0,-32,-29,36,-20,-9,6,13,-16
FMC,FMC Corporation,42.28,84,-31,-19,-19,15,-2,6,-15,-21,-32,-17
WY,Weyerhaeuser,30.09,1,4,-2,0,3,1,-4,-14,-3,-20,-17
STX,Seagate Technology,88.7,1,-13,0,17,5,-9,-13,-14,13,-23,-18
PYPL,PayPal,69.68,17,-32,32,-34,-17,28,-32,-3,4,-3,-20
PSA,Public Storage,296.37,-50,0,0,10,-40,-11,36,-14,8,19,-21
LUV,Southwest Airlines,34.17,44,2,25,-34,37,40,-61,-4,-33,-58,-21
BG,Bunge Global,73.9,-1,0,-23,0,-24,-6,12,-26,21,1,-23
MOS,Mosaic Company (The),28.38,70,3,0,-11,62,35,4,-99,-25,-85,-23
CF,CF Industries,76.92,-7,-30,33,0,-4,7,-30,-1,3,-21,-25
COO,Cooper Companies (The),80.39,0,-30,-6,-1,-37,29,-25,-11,17,10,-27
GPC,Genuine Parts Company,120.71,-2,5,-29,0,-26,26,24,-39,-12,-1,-27
HSIC,Henry Schein,70.41,-4,-8,0,0,-12,-4,-18,24,-18,-16,-28
WBD,Warner Bros. Discovery,10.66,0,0,6,-37,-31,26,-6,23,-40,3,-28
HPQ,HP Inc.,28.5,0,-16,-4,0,-20,-2,-10,-8,11,-9,-29
NSC,Norfolk Southern,233.34,0,-13,0,9,-4,-5,-20,-9,9,-25,-29
WYNN,Wynn Resorts,83.05,-22,-1,-1,-1,-25,-12,17,-7,-3,-5,-30
CL,Colgate-Palmolive,90.28,-48,0,0,18,-30,-15,14,-20,21,0,-30
IEX,IDEX Corporation,183.72,15,-33,-7,0,-25,25,-25,-7,-1,-8,-33
DXCM,Dexcom,75.09,0,-10,-35,-9,-54,27,-13,9,-4,19,-35
INTC,Intel,23.95,42,6,-48,-15,-15,-7,-11,5,-7,-20,-35
A,Agilent Technologies,120.26,-3,-19,-2,0,-24,-5,-25,9,9,-12,-36
DVN,Devon Energy,36.13,28,4,-29,-4,-1,28,-12,-35,-17,-36,-37
USB,U.S. Bancorp,42.6,0,-37,1,0,-36,27,-36,-3,10,-2,-38
EFX,Equifax,243.57,0,-30,0,11,-19,9,-25,-17,13,-20,-39
LEN,Lennar,120.05,0,-97,-9,59,-47,23,-29,-14,25,5,-42
TMO,Thermo Fisher Scientific,518.96,0,-16,-1,0,-17,-13,-26,5,9,-25,-42
DHR,Danaher Corporation,210.24,9,-36,-8,0,-35,-8,8,-19,9,-10,-45
HUM,Humana,266.71,25,-14,-68,-7,-64,33,-1,2,-15,19,-45
IPG,Interpublic Group of Companies (The),26.46,-6,-8,-22,0,-36,12,9,-19,-12,-10,-46
GEHC,GE HealthCare,81.8,-49,-6,0,0,-55,15,-15,5,3,8,-47
XYL,Xylem Inc.,119.85,-59,-3,0,17,-45,-15,-5,1,17,-2,-47
EW,Edwards Lifesciences,70.95,12,-10,-35,-9,-42,27,-13,9,-30,-7,-49
APD,Air Products,292.9,-63,-9,34,11,-27,-55,-21,45,5,-26,-53
KMX,CarMax,71.68,0,-14,-2,-31,-47,4,-14,-2,6,-6,-53
LDOS,Leidos,134.86,-2,-71,0,18,-55,-7,4,-10,14,1,-54
SYY,Sysco,71.2,-55,-2,0,0,-57,-12,13,-7,9,3,-54
GPN,Global Payments,97.36,14,-25,-6,-34,-51,29,-25,-3,-5,-4,-55
CMG,Chipotle Mexican Grill,49.0,-74,-51,-3,75,-53,1,-23,-5,24,-3,-56
BEN,Franklin Resources,20.01,19,-8,-47,-4,-40,26,-24,-2,-17,-17,-57
TROW,T. Rowe Price,93.04,-5,-32,-2,-20,-59,23,-25,-4,8,2,-57
NUE,Nucor,129.49,-7,-1,-34,3,-39,7,-11,-11,-3,-18,-57
AKAM,Akamai Technologies,81.55,0,-20,-5,-2,-27,-2,-19,-5,-5,-31,-58
PFE,Pfizer,26.19,0,0,-12,-18,-30,-2,17,-20,-23,-28,-58
OXY,Occidental Petroleum,47.97,27,-18,-34,0,-25,28,-12,-38,-11,-33,-58
FDX,FedEx,246.15,0,-53,-5,27,-31,25,-66,-7,20,-28,-59
VTRS,Viatris,9.43,9,-52,-4,-2,-49,-2,-16,-8,14,-12,-61
TSLA,"Tesla, Inc.",236.25,-23,-23,22,5,-19,3,-48,-3,5,-43,-62
TXT,Textron,73.48,0,-85,-14,48,-51,-2,4,-35,21,-12,-63
ZBH,Zimmer Biomet,111.8,35,5,-44,-12,-16,-2,10,-43,-13,-48,-64
IR,Ingersoll Rand,81.67,-2,-62,0,18,-46,-11,-24,-7,24,-18,-64
NEE,NextEra Energy,71.14,-28,0,0,0,-28,-45,13,-13,8,-37,-65
RVTY,Revvity,106.98,-27,-8,0,-19,-54,-14,4,-4,3,-11,-65
NDSN,Nordson Corporation,205.6,-2,-9,-15,0,-26,-9,-20,-8,-2,-39,-65
MTD,Mettler Toledo,1200.86,-14,-8,-2,0,-24,-10,-20,-20,8,-42,-66
MGM,MGM Resorts,32.56,14,-14,-35,0,-35,28,-15,-42,-4,-33,-68
AMD,Advanced Micro Devices,107.13,34,-87,-21,105,31,46,-101,-45,-2,-102,-71
DAY,Dayforce,57.65,17,-36,0,-7,-26,29,-62,-3,-9,-45,-71
SJM,J.M. Smucker Company (The),109.37,-40,0,-2,-3,-45,-15,14,-8,-18,-27,-72
EMN,Eastman Chemical Company,89.9,-56,-8,0,13,-51,-5,-13,-14,10,-22,-73
POOL,Pool Corporation,320.35,-49,-8,-2,-1,-60,-11,10,-8,-4,-13,-73
IDXX,Idexx Laboratories,420.53,0,-7,-25,-6,-38,1,-10,-23,-3,-35,-73
TER,Teradyne,88.18,0,-35,-8,-1,-44,-3,-38,-2,13,-30,-74
CNC,Centene Corporation,59.62,9,-17,-23,-6,-37,-1,7,-20,-23,-37,-74
CZR,Caesars Entertainment,28.25,0,-16,-5,-20,-41,28,-15,-14,-32,-33,-74
LVS,Las Vegas Sands,42.87,-7,-48,0,-1,-56,-4,-2,-5,-9,-20,-76
CSX,CSX Corporation,29.97,0,-22,-15,0,-37,-7,-21,-11,-1,-40,-77
IQV,IQVIA,184.22,0,-26,-19,0,-45,-5,-21,-21,13,-34,-79
CPB,Campbell's Company (The),37.99,-49,-7,-11,-1,-68,-14,19,-18,1,-12,-80
BXP,"BXP, Inc.",68.47,19,-66,0,-34,-81,27,-26,-8,8,1,-80
WST,West Pharmaceutical Services,227.58,-5,-25,-6,-2,-38,-5,-28,-6,-3,-42,-80
LYB,LyondellBasell,72.7,-11,-2,-23,0,-36,-10,4,-37,-2,-45,-81
ULTA,Ulta Beauty,340.83,16,-29,-12,0,-25,-10,-41,-2,-4,-57,-82
MCHP,Microchip Technology,51.0,-7,-1,-25,-1,-34,-7,-8,-34,-2,-51,-85
ROST,Ross Stores,124.6,-71,-30,-2,30,-73,16,-47,-6,24,-13,-86
VLTO,Veralto,98.12,0,-97,0,0,-97,30,-7,-12,0,11,-86
CAG,Conagra Brands,25.9,-44,0,-11,-2,-57,-7,14,-19,-18,-30,-87
KHC,Kraft Heinz,29.7,-49,0,-21,0,-70,-11,17,-19,-5,-18,-88
IFF,International Flavors & Fragrances,79.74,-2,-22,-2,-26,-52,-10,-22,-14,6,-40,-92
MTCH,Match Group,31.2,0,-16,-5,-32,-53,26,-20,-12,-33,-39,-92
CE,Celanese,56.8,35,-22,-22,-5,-14,-9,-28,-40,-4,-81,-95
BAX,Baxter International,33.42,-49,21,-2,-33,-63,-14,17,1,-36,-32,-95
CRL,Charles River Laboratories,165.38,-7,-1,-33,-21,-62,-5,17,-42,-3,-33,-95
TECH,Bio-Techne,60.32,-2,-29,-6,-19,-56,-10,-22,-6,-1,-39,-95
DLTR,Dollar Tree,64.57,-2,-11,-50,-10,-73,1,-12,4,-17,-24,-97
GIS,General Mills,58.3,-49,-2,-20,0,-71,-11,14,-16,-14,-27,-98
SWKS,Skyworks Solutions,68.42,-2,-34,-22,-25,-83,-7,5,-25,10,-17,-100
SWK,Stanley Black & Decker,80.51,-55,-8,-8,-34,-105,23,-13,-14,9,5,-100
HRL,Hormel Foods,29.68,-1,-37,-14,-18,-70,-8,7,-6,-25,-32,-102
PEP,PepsiCo,147.14,-56,-2,-21,0,-79,-12,14,-18,-8,-24,-103
ON,ON Semiconductor,43.21,0,-73,-16,0,-89,28,-12,-22,-10,-16,-105
BWA,BorgWarner,28.95,0,-64,-16,-2,-82,26,-29,-14,-11,-28,-110
INCY,Incyte,60.54,-56,-14,0,-26,-96,1,-8,-10,2,-15,-111
ADBE,Adobe Inc.,389.8,-63,-6,-15,-1,-85,-9,-14,-19,15,-27,-112
GNRC,Generac,133.37,14,-62,0,-29,-77,28,-67,-7,5,-41,-118
HST,Host Hotels & Resorts,14.95,-1,-53,-11,0,-65,-6,-58,-6,16,-54,-119
HAL,Halliburton,25.0,15,-42,-42,0,-69,28,-34,-41,-4,-51,-120
BIIB,Biogen,141.37,0,-8,-63,-22,-93,-5,16,-26,-13,-28,-121
APA,APA Corporation,20.56,34,-18,-64,-7,-55,29,-16,-68,-14,-69,-124
ADM,Archer Daniels Midland,46.65,-43,-8,-25,-6,-82,-9,9,-27,-15,-42,-124
ROK,Rockwell Automation,258.06,-119,-14,-2,10,-125,-7,-13,20,-6,-6,-131
BALL,Ball Corporation,51.57,-2,-95,-14,-6,-117,-11,9,-21,9,-14,-131
MHK,Mohawk Industries,114.31,0,-87,-5,-6,-98,1,-31,-13,9,-34,-132
UPS,United Parcel Service,116.96,0,0,-85,-11,-96,-6,10,-13,-29,-38,-134
BF-B,Brown–Forman,34.92,-2,0,-82,-13,-97,-13,12,-14,-23,-38,-135
HSY,Hershey Company (The),164.44,-49,0,-24,0,-73,-50,22,-23,-14,-65,-138
ENPH,Enphase Energy,61.68,0,-49,-25,-15,-89,-2,4,-32,-19,-49,-138
FSLR,First Solar,128.49,-21,-49,-18,57,-31,-40,-41,-30,-1,-112,-143
TFX,Teleflex,139.44,2,-34,-21,-34,-87,-5,-29,-17,-5,-56,-143
ARE,Alexandria Real Estate Equities,96.99,-54,-1,-16,-25,-96,-14,14,-27,-30,-57,-153
IT,Gartner,418.67,-207,-17,-1,53,-172,-19,-23,8,52,18,-154
PPG,PPG Industries,111.26,-6,-96,-25,-3,-130,-9,3,-16,-3,-25,-155
STZ,Constellation Brands,178.9,-21,-64,-24,0,-109,-19,14,-40,-3,-48,-157
DECK,Deckers Brands,115.7,-238,-34,-3,88,-187,6,-26,20,26,26,-161
CLX,Clorox,145.33,-87,-53,0,0,-140,-15,-11,-6,8,-24,-164
MRNA,Moderna,32.45,-14,-36,-34,0,-84,-33,7,-34,-34,-94,-178
LW,Lamb Weston,52.71,28,-61,-51,-3,-87,-2,-79,-5,-9,-95,-182
ALB,Albemarle Corporation,77.05,28,-62,-107,-18,-159,30,-34,-6,-20,-30,-189
WBA,Walgreens Boots Alliance,11.14,0,8,-99,-72,-163,-22,16,9,-30,-27,-190
ALGN,Align Technology,168.74,6,-36,-46,-20,-96,1,-29,-41,-33,-102,-198
DOW,Dow Inc.,36.6,-2,-100,-22,0,-124,-7,-28,-37,-3,-75,-199
JBHT,J.B. Hunt,147.51,-56,-43,-10,0,-109,-54,-35,-7,-5,-101,-210
EL,Estée Lauder Companies (The),68.04,0,-16,-99,-21,-136,-7,-3,-44,-30,-84,-220
NKE,"Nike, Inc.",71.86,-61,-8,-56,-16,-141,-3,-2,-57,-31,-93,-234
TGT,Target Corporation,104.21,-145,-28,-10,-6,-189,2,-28,-18,-1,-45,-234
EPAM,EPAM Systems,172.51,-154,-20,-5,-22,-201,-13,-14,20,-32,-39,-240
HOLX,Hologic,60.99,-49,-92,-14,0,-155,-9,-84,-14,-2,-109,-264
APTV,Aptiv,62.48,-56,30,-81,-19,-126,-56,-5,-76,-31,-168,-294
