Date,Symbol,Name,1M Chikou Direction,1M Chikou Count,1M Chikou State
2026-09-01,ENT.L,Entain,-1,-41,below chikou
2026-09-01,CRDA.L,Croda International,-1,-40,below chikou
2026-09-01,SPX.L,Spirax Group,-1,-40,below chikou
2026-09-01,DGE.L,Diageo,-1,-38,below chikou
2026-09-01,JD.L,JD Sports,-1,-21,below chikou
2026-09-01,WTB.L,Whitbread,-1,-19,below chikou
2026-09-01,BNZL.L,Bunzl,-1,-18,below chikou
2026-09-01,BTRW.L,Barratt Redrow,-1,-15,below chikou
2026-09-01,AUTO.L,Autotrader Group,-1,-10,below chikou
2026-09-01,REL.L,RELX,-1,-9,below chikou
2026-09-01,ABF.L,Associated British Foods,-1,-9,below chikou
2026-09-01,EXPN.L,Experian,-1,-8,below chikou
2026-09-01,SGE.L,Sage Group,0,-8,below chikou
2026-09-01,ICG.L,ICG,-1,-7,below chikou
2026-09-01,CTEC.L,Convatec,0,-7,below chikou
2026-09-01,MRO.L,Melrose Industries,-1,-7,below chikou
2026-09-01,PSN.L,Persimmon,-1,-7,below chikou
2026-09-01,HWDN.L,Howdens Joinery,-1,-5,below chikou
2026-09-01,III.L,3i,-1,-5,below chikou
2026-09-01,PSH.L,Pershing Square Holdings,0,-4,below chikou
2026-09-01,LMP.L,LondonMetric Property,-1,-4,below chikou
2026-09-01,LSEG.L,London Stock Exchange Group,-1,-4,below chikou
2026-09-01,RTO.L,Rentokil Initial,-1,-3,below chikou
2026-09-01,AZN.L,AstraZeneca,0,-2,below chikou
2026-09-01,MTLN.L,Metlen Energy & Metals,0,0,neutral chikou
2026-09-01,BRBY.L,Burberry Group,1,2,above chikou
2026-09-01,BP.L,BP,1,3,above chikou
2026-09-01,LAND.L,Land Securities,1,3,above chikou
2026-09-01,SGRO.L,Segro,0,3,above chikou
2026-09-01,RKT.L,Reckitt,1,4,above chikou
2026-09-01,BBOX.L,Tritax Big Box REIT,0,4,above chikou
2026-09-01,BLND.L,British Land,0,5,above chikou
2026-09-01,DCC.L,DCC Energy,1,5,above chikou
2026-09-01,ITRK.L,Intertek,1,6,above chikou
2026-09-01,SDR.L,Schroders,1,9,above chikou
2026-09-01,GLEN.L,Glencore,1,9,above chikou
2026-09-01,ABDN.L,Aberdeen Group,1,11,above chikou
2026-09-01,PRU.L,Prudential plc,1,11,above chikou
2026-09-01,RIO.L,Rio Tinto,1,12,above chikou
2026-09-01,SSE.L,SSE plc,1,12,above chikou
2026-09-01,SVT.L,Severn Trent,1,13,above chikou
2026-09-01,AAL.L,Anglo American plc,1,13,above chikou
2026-09-01,NG.L,National Grid plc,1,13,above chikou
2026-09-01,GSK.L,GSK plc,1,14,above chikou
2026-09-01,SN.L,Smith & Nephew,0,14,above chikou
2026-09-01,VOD.L,Vodafone Group,1,14,above chikou
2026-09-01,STJ.L,St. James's Place,1,15,above chikou
2026-09-01,LGEN.L,Legal & General,1,15,above chikou
2026-09-01,INVP.L,Investec,1,16,above chikou
2026-09-01,SDLF.L,Standard Life,1,16,above chikou
2026-09-01,HSX.L,Hiscox,1,17,above chikou
2026-09-01,UU.L,United Utilities,1,18,above chikou
2026-09-01,FRES.L,Fresnillo plc,1,18,above chikou
2026-09-01,EDV.L,Endeavour Mining,1,18,above chikou
2026-09-01,BATS.L,British American Tobacco,1,18,above chikou
2026-09-01,AAF.L,Airtel Africa,1,21,above chikou
2026-09-01,MNG.L,M&G,1,22,above chikou
2026-09-01,CCC.L,Computacenter,1,22,above chikou
2026-09-01,HLN.L,Haleon,1,25,above chikou
2026-09-01,SMT.L,Scottish Mortgage Investment Trust,1,26,above chikou
2026-09-01,KGF.L,Kingfisher plc,1,27,above chikou
2026-09-01,IGG.L,IG Group,1,27,above chikou
2026-09-01,ADM.L,Admiral Group,1,28,above chikou
2026-09-01,HLMA.L,Halma plc,1,28,above chikou
2026-09-01,LLOY.L,Lloyds Banking Group,1,29,above chikou
2026-09-01,BARC.L,Barclays,1,29,above chikou
2026-09-01,SBRY.L,Sainsbury's,1,29,above chikou
2026-09-01,NWG.L,NatWest Group,1,30,above chikou
2026-09-01,CCH.L,Coca-Cola HBC,1,30,above chikou
2026-09-01,ULVR.L,Unilever,0,30,above chikou
2026-09-01,GAW.L,Games Workshop,1,30,above chikou
2026-09-01,IMI.L,IMI,1,31,above chikou
2026-09-01,IAG.L,International Airlines Group,1,31,above chikou
2026-09-01,NXT.L,Next plc,1,33,above chikou
2026-09-01,ANTO.L,Antofagasta plc,1,34,above chikou
2026-09-01,PCT.L,Polar Capital Technology Trust,1,34,above chikou
2026-09-01,FCIT.L,F & C Investment Trust,1,34,above chikou
2026-09-01,WEIR.L,Weir,1,35,above chikou
2026-09-01,AV.L,Aviva,1,35,above chikou
2026-09-01,DPLM.L,Diploma,1,35,above chikou
2026-09-01,TSCO.L,Tesco,1,41,above chikou
2026-09-01,BAB.L,Babcock International,1,47,above chikou
2026-09-01,RR.L,Rolls-Royce Holdings,1,47,above chikou
2026-09-01,MKS.L,Marks & Spencer,1,52,above chikou
2026-09-01,BGEO.L,Lion Finance Group,1,52,above chikou
2026-09-01,INF.L,Informa,0,52,above chikou
2026-09-01,BEZ.L,Beazley,1,52,above chikou
2026-09-01,SMIN.L,Smiths Group,1,52,above chikou
2026-09-01,STAN.L,Standard Chartered,1,53,above chikou
2026-09-01,IMB.L,Imperial Brands,1,53,above chikou
2026-09-01,HSBA.L,HSBC,1,53,above chikou
2026-09-01,CNA.L,Centrica,0,53,above chikou
2026-09-01,CPG.L,Compass Group,1,53,above chikou
2026-09-01,SHEL.L,Shell plc,1,54,above chikou
2026-09-01,IHG.L,IHG Hotels & Resorts,1,54,above chikou
2026-09-01,PSON.L,Pearson plc,1,55,above chikou
2026-09-01,CCEP.L,Coca-Cola Europacific Partners,1,57,above chikou
2026-09-01,BA.L,BAE Systems,1,65,above chikou
2026-09-01,ALW.L,Alliance Witan,1,77,above chikou
