Date,Symbol,Name,1W Chikou Direction,1W Chikou Count,1W Chikou State
2026-08-31,2015.HK,Li Auto,-1,-47,below chikou
2026-08-31,1810.HK,Xiaomi,-1,-45,below chikou
2026-08-31,2020.HK,Anta Sports,-1,-45,below chikou
2026-08-31,9992.HK,Pop Mart,-1,-40,below chikou
2026-08-31,0762.HK,China Unicom,-1,-39,below chikou
2026-08-31,9961.HK,Trip.com Group,-1,-34,below chikou
2026-08-31,0881.HK,Zhongsheng Group,-1,-32,below chikou
2026-08-31,1928.HK,Sands China,-1,-32,below chikou
2026-08-31,1177.HK,Sino Biopharm,0,-32,below chikou
2026-08-31,1024.HK,Kuaishou,-1,-31,below chikou
2026-08-31,0960.HK,Longfor Properties,-1,-30,below chikou
2026-08-31,0285.HK,BYD Electronics,-1,-30,below chikou
2026-08-31,0700.HK,Tencent Holdings Limited,-1,-30,below chikou
2026-08-31,6618.HK,JD Health,-1,-29,below chikou
2026-08-31,0291.HK,China Resources Beer,-1,-29,below chikou
2026-08-31,1929.HK,Chow Tai Fook,0,-28,below chikou
2026-08-31,9633.HK,Nongfu Spring,-1,-27,below chikou
2026-08-31,0027.HK,Galaxy Entertainment Group Ltd.,-1,-27,below chikou
2026-08-31,0241.HK,Alibaba Health,-1,-27,below chikou
2026-08-31,2313.HK,Shenzhou International,-1,-26,below chikou
2026-08-31,9988.HK,Alibaba Group,-1,-26,below chikou
2026-08-31,0968.HK,Xinyi Solar,-1,-26,below chikou
2026-08-31,6690.HK,Haier,-1,-25,below chikou
2026-08-31,2688.HK,ENN Energy,-1,-21,below chikou
2026-08-31,1044.HK,Hengan International Group Co. Ltd,-1,-20,below chikou
2026-08-31,1099.HK,Sinopharm Group,-1,-19,below chikou
2026-08-31,1876.HK,Budweiser Brewing Company APAC,-1,-17,below chikou
2026-08-31,1211.HK,BYD Company,-1,-17,below chikou
2026-08-31,0101.HK,Hang Lung Properties Limited,-1,-16,below chikou
2026-08-31,0386.HK,Sinopec Corp,-1,-15,below chikou
2026-08-31,1209.HK,China Resources Mixc Lifestyle,-1,-15,below chikou
2026-08-31,0003.HK,Hong Kong and China Gas Company Limited,-1,-15,below chikou
2026-08-31,6862.HK,Haidilao,-1,-14,below chikou
2026-08-31,1378.HK,China Hongqiao Group,-1,-14,below chikou
2026-08-31,0012.HK,Henderson Land Development Company Limited,-1,-14,below chikou
2026-08-31,1299.HK,AIA Group Limited,-1,-14,below chikou
2026-08-31,2318.HK,Ping An Insurance,-1,-13,below chikou
2026-08-31,9888.HK,Baidu,-1,-13,below chikou
2026-08-31,2899.HK,Zijin Mining,-1,-13,below chikou
2026-08-31,2331.HK,Li-Ning,-1,-12,below chikou
2026-08-31,0288.HK,WH Group,-1,-9,below chikou
2026-08-31,0868.HK,Xinyi Glass,-1,-5,below chikou
2026-08-31,0016.HK,Sun Hung Kai Properties Limited,-1,-5,below chikou
2026-08-31,0066.HK,MTR Corporation Ltd,-1,-5,below chikou
2026-08-31,2057.HK,ZTO Express,-1,-4,below chikou
2026-08-31,0883.HK,CNOOC Limited,-1,-1,below chikou
2026-08-31,1093.HK,CSPC Pharmaceutical Group,1,1,above chikou
2026-08-31,2628.HK,China Life,1,1,above chikou
2026-08-31,3690.HK,Meituan,1,1,above chikou
2026-08-31,3692.HK,Hansoh Pharmaceutical Group,1,1,above chikou
