Date,Symbol,Name,1W Chikou Direction,1W Chikou Count,1W Chikou State
2026-08-24,3IN.L,3i Infrastructure,1,20,above chikou
2026-08-24,FGEN.L,Foresight Environmental Infrastructure,1,21,above chikou
2026-08-24,BNKR.L,Bankers Investment Trust,1,21,above chikou
2026-08-24,PTEC.L,Playtech,1,21,above chikou
2026-08-24,MRC.L,Mercantile Investment Trust,1,21,above chikou
2026-08-24,MTRO.L,Metro Bank,1,21,above chikou
2026-08-24,JAM.L,JPMorgan American Investment Trust,1,21,above chikou
2026-08-24,TBCG.L,TBC Bank,1,21,above chikou
2026-08-24,TCAP.L,TP ICAP,1,21,above chikou
2026-08-24,TRST.L,Trustpilot,1,21,above chikou
2026-08-24,PFD.L,Premier Foods,0,21,above chikou
2026-08-24,RPI.L,Raspberry Pi Holdings,1,22,above chikou
2026-08-24,MUT.L,Murray Income Trust,0,22,above chikou
2026-08-24,ATG.L,Auction Technology Group,1,22,above chikou
2026-08-24,BMY.L,Bloomsbury Publishing,1,26,above chikou
2026-08-24,GCP.L,GCP Infrastructure Investments,1,27,above chikou
2026-08-24,HBR.L,Harbour Energy,0,27,above chikou
2026-08-24,SEQI.L,Sequoia Economic Infrastructure Income Fund,1,28,above chikou
2026-08-24,CWK.L,Cranswick,0,29,above chikou
2026-08-24,XPP.L,XP Power,1,32,above chikou
2026-08-24,THRL.L,Target Healthcare REIT,1,33,above chikou
2026-08-24,ITH.L,Ithaca Energy,1,35,above chikou
2026-08-24,KLR.L,Keller Group,1,40,above chikou
2026-08-24,CMCX.L,CMC Markets,1,41,above chikou
2026-08-24,WOSG.L,Watches of Switzerland,1,46,above chikou
2026-08-24,EMG.L,Man Group,1,47,above chikou
2026-08-24,OXIG.L,Oxford Instruments,1,48,above chikou
2026-08-24,CKN.L,Clarkson,1,49,above chikou
2026-08-24,NAIT.L,North American Income Trust,1,53,above chikou
2026-08-24,USA.L,Baillie Gifford US Growth Trust,1,53,above chikou
2026-08-24,RTW.L,RTW Biotech Opportunities,1,53,above chikou
2026-08-24,CWR.L,Ceres Power,1,53,above chikou
2026-08-24,CGT.L,Capital Gearing Trust,0,53,above chikou
2026-08-24,EWI.L,Edinburgh Worldwide Investment Trust,1,54,above chikou
2026-08-24,APN.L,Applied Nutrition,1,54,above chikou
2026-08-24,RSW.L,Renishaw,1,54,above chikou
2026-08-24,BHMG.L,BH Macro,0,54,above chikou
2026-08-24,RCP.L,RIT Capital Partners,1,54,above chikou
2026-08-24,HFEL.L,Henderson Far East Income,0,55,above chikou
2026-08-24,ATR.L,Schroder Asian Total Return Investment Company,1,58,above chikou
2026-08-24,PIN.L,Pantheon International,1,58,above chikou
2026-08-24,HRI.L,Herald Investment Trust,1,58,above chikou
2026-08-24,GSCT.L,Global Smaller Companies Trust,0,58,above chikou
2026-08-24,HVPE.L,HarbourVest Global Private Equity,1,58,above chikou
2026-08-24,ATT.L,Allianz Technology Trust,1,59,above chikou
2026-08-24,HILS.L,Hill & Smith,1,59,above chikou
2026-08-24,FCH.L,Funding Circle,1,59,above chikou
2026-08-24,IAD.L,Invesco Asia Dragon Trust,1,62,above chikou
2026-08-24,INPP.L,International Public Partnerships,1,62,above chikou
2026-08-24,GROW.L,Molten Ventures,1,62,above chikou
2026-08-24,SDP.L,Schroder AsiaPacific Fund,1,62,above chikou
2026-08-24,HANA.L,Hansa Investment Company,1,63,above chikou
2026-08-24,HMSO.L,Hammerson,1,63,above chikou
2026-08-24,ZIG.L,Zigup,1,64,above chikou
2026-08-24,SOI.L,Schroder Oriental Income Fund,1,65,above chikou
2026-08-24,CORD.L,Cordiant Digital Infrastructure,1,67,above chikou
2026-08-24,QLT.L,Quilter,0,68,above chikou
2026-08-24,MRCH.L,Merchants Trust,1,68,above chikou
2026-08-24,JEMI.L,JPMorgan Emerging Markets Dividend Income,0,68,above chikou
2026-08-24,JMGI.L,JPMorgan Emerging Markets Growth & Income,0,68,above chikou
2026-08-24,PHI.L,Pacific Horizon Investment Trust,1,68,above chikou
2026-08-24,HTWS.L,Helios Towers,0,69,above chikou
2026-08-24,SNR.L,Senior,0,70,above chikou
2026-08-24,AAS.L,Aberdeen Asia Focus,1,70,above chikou
2026-08-24,CSN.L,Chesnara,1,70,above chikou
2026-08-24,LWDB.L,Law Debenture,1,70,above chikou
2026-08-24,SSIT.L,Seraphim Space Investment Trust,1,70,above chikou
2026-08-24,TEM.L,Templeton Emerging Markets Investment Trust,1,70,above chikou
2026-08-24,BBY.L,Balfour Beatty,1,70,above chikou
2026-08-24,FEML.L,Fidelity Emerging Markets,1,70,above chikou
2026-08-24,MYI.L,Murray International Trust,1,71,above chikou
2026-08-24,JFJ.L,JPMorgan Japanese Investment Trust,0,71,above chikou
2026-08-24,FSV.L,Fidelity Special Values,1,72,above chikou
2026-08-24,CTY.L,City of London Investment Trust,1,72,above chikou
2026-08-24,JCH.L,JPMorgan Claverhouse Investment Trust,1,72,above chikou
2026-08-24,AEP.L,AEP Plantations,1,84,above chikou
2026-08-24,SAGA.L,Saga,1,89,above chikou
2026-08-24,TMPL.L,Temple Bar Investment Trust,1,92,above chikou
2026-08-24,MNTN.L,Schiehallion Fund,1,92,above chikou
2026-08-24,BPCR.L,Biopharma Credit,1,141,above chikou
2026-08-24,COST.L,Costain Group,1,145,above chikou
