Date,Symbol,Name,1W Chikou Direction,1W Chikou Count,1W Chikou State
2026-09-21,AV.L,Aviva,1,10,above chikou
2026-09-21,MTLN.L,Metlen Energy & Metals,1,11,above chikou
2026-09-21,ABF.L,Associated British Foods,1,11,above chikou
2026-09-21,NWG.L,NatWest Group,1,14,above chikou
2026-09-21,INF.L,Informa,1,14,above chikou
2026-09-21,GAW.L,Games Workshop,0,15,above chikou
2026-09-21,NXT.L,Next plc,1,16,above chikou
2026-09-21,BLND.L,British Land,1,16,above chikou
2026-09-21,CCEP.L,Coca-Cola Europacific Partners,1,16,above chikou
2026-09-21,EZJ.L,EasyJet,1,16,above chikou
2026-09-21,CPG.L,Compass Group,1,18,above chikou
2026-09-21,JD.L,JD Sports,1,18,above chikou
2026-09-21,LAND.L,Land Securities,1,19,above chikou
2026-09-21,CRDA.L,Croda International,1,19,above chikou
2026-09-21,SGRO.L,Segro,1,19,above chikou
2026-09-21,ADM.L,Admiral Group,1,20,above chikou
2026-09-21,ITRK.L,Intertek,1,20,above chikou
2026-09-21,PSON.L,Pearson plc,1,21,above chikou
2026-09-21,ABDN.L,Aberdeen Group,1,21,above chikou
2026-09-21,BNZL.L,Bunzl,1,21,above chikou
2026-09-21,ALW.L,Alliance Witan,1,24,above chikou
2026-09-21,DCC.L,DCC Energy,1,25,above chikou
2026-09-21,RR.L,Rolls-Royce Holdings,1,25,above chikou
2026-09-21,INVP.L,Investec,1,26,above chikou
2026-09-21,DPLM.L,Diploma,1,28,above chikou
2026-09-21,BEZ.L,Beazley,1,36,above chikou
2026-09-21,ITH.L,Ithaca Energy,1,39,above chikou
2026-09-21,LGEN.L,Legal & General,1,40,above chikou
2026-09-21,BP.L,BP,0,51,above chikou
2026-09-21,SHEL.L,Shell plc,1,51,above chikou
2026-09-21,RIO.L,Rio Tinto,1,52,above chikou
2026-09-21,GLEN.L,Glencore,1,53,above chikou
2026-09-21,IHG.L,IHG Hotels & Resorts,1,54,above chikou
2026-09-21,AAL.L,Anglo American plc,1,55,above chikou
2026-09-21,FCIT.L,F & C Investment Trust,1,57,above chikou
2026-09-21,SMT.L,Scottish Mortgage Investment Trust,1,57,above chikou
2026-09-21,PCT.L,Polar Capital Technology Trust,1,66,above chikou
2026-09-21,VOD.L,Vodafone Group,1,71,above chikou
2026-09-21,CCC.L,Computacenter,1,74,above chikou
2026-09-21,MNG.L,M&G,1,74,above chikou
2026-09-21,IMI.L,IMI,1,74,above chikou
2026-09-21,UU.L,United Utilities,1,77,above chikou
2026-09-21,HSX.L,Hiscox,1,79,above chikou
2026-09-21,SDLF.L,Standard Life,1,79,above chikou
2026-09-21,LLOY.L,Lloyds Banking Group,1,87,above chikou
2026-09-21,BGEO.L,Lion Finance Group,1,97,above chikou
2026-09-21,STAN.L,Standard Chartered,1,126,above chikou
2026-09-21,HSBA.L,HSBC,1,127,above chikou
2026-09-21,BARC.L,Barclays,0,136,above chikou
