Datetime,Symbol,Name,1H Chikou Direction,1H Chikou Count,1H Chikou State
2026-09-22 16:00:00+01:00,PIN.L,Pantheon International,-1,-87,below chikou
2026-09-22 16:00:00+01:00,PEY.L,Partners Group Private Equity,-1,-65,below chikou
2026-09-22 16:00:00+01:00,PINE.L,Pinewood Technologies,-1,-39,below chikou
2026-09-22 16:00:00+01:00,GNC.L,Greencore,0,-35,below chikou
2026-09-22 16:00:00+01:00,RNK.L,Rank Group,-1,-28,below chikou
2026-09-22 16:00:00+01:00,ENT.L,Entain,-1,-27,below chikou
2026-09-22 16:00:00+01:00,GNS.L,Genus,0,-27,below chikou
2026-09-22 16:00:00+01:00,APN.L,Applied Nutrition,-1,-24,below chikou
2026-09-22 16:00:00+01:00,EWG.L,Eurowag,-1,-24,below chikou
2026-09-22 16:00:00+01:00,NAIT.L,North American Income Trust,-1,-21,below chikou
2026-09-22 16:00:00+01:00,HTG.L,Hunting,-1,-20,below chikou
2026-09-22 16:00:00+01:00,VTY.L,Vistry Group,0,-19,below chikou
2026-09-22 16:00:00+01:00,CGT.L,Capital Gearing Trust,0,-19,below chikou
2026-09-22 16:00:00+01:00,ITV.L,ITV,-1,-18,below chikou
2026-09-22 16:00:00+01:00,HBR.L,Harbour Energy,-1,-18,below chikou
2026-09-22 16:00:00+01:00,ENOG.L,Energean,-1,-18,below chikou
2026-09-22 16:00:00+01:00,TRY.L,TR Property Investment Trust,0,-18,below chikou
2026-09-22 16:00:00+01:00,PTEC.L,Playtech,-1,-17,below chikou
2026-09-22 16:00:00+01:00,SRP.L,Serco,-1,-14,below chikou
2026-09-22 16:00:00+01:00,RICA.L,Ruffer Investment Company,0,-13,below chikou
2026-09-22 16:00:00+01:00,TMPL.L,Temple Bar Investment Trust,-1,-11,below chikou
2026-09-22 16:00:00+01:00,VSVS.L,Vesuvius,0,-11,below chikou
2026-09-22 16:00:00+01:00,BREE.L,Breedon Group,0,-10,below chikou
2026-09-22 16:00:00+01:00,BGFD.L,Baillie Gifford Japan Trust,-1,-10,below chikou
2026-09-22 16:00:00+01:00,ALFA.L,Alfa Financial Software,0,-9,below chikou
2026-09-22 16:00:00+01:00,HAS.L,Hays,-1,-9,below chikou
2026-09-22 16:00:00+01:00,SCT.L,Softcat,-1,-9,below chikou
2026-09-22 16:00:00+01:00,SRE.L,Sirius Real Estate,0,-9,below chikou
2026-09-22 16:00:00+01:00,BOY.L,Bodycote,-1,-9,below chikou
2026-09-22 16:00:00+01:00,PNL.L,Personal Assets Trust,0,-8,below chikou
2026-09-22 16:00:00+01:00,VEIL.L,Vietnam Enterprise Investments,0,-8,below chikou
2026-09-22 16:00:00+01:00,ICGT.L,ICG Enterprise Trust,-1,-8,below chikou
2026-09-22 16:00:00+01:00,PPET.L,Patria Private Equity Trust,0,-7,below chikou
2026-09-22 16:00:00+01:00,MNTN.L,Schiehallion Fund,-1,-7,below chikou
2026-09-22 16:00:00+01:00,MEGP.L,ME Group International,-1,-6,below chikou
2026-09-22 16:00:00+01:00,BYG.L,Big Yellow Group,0,-5,below chikou
2026-09-22 16:00:00+01:00,HOC.L,Hochschild Mining,-1,-5,below chikou
2026-09-22 16:00:00+01:00,AGT.L,AVI Global Trust,0,-5,below chikou
2026-09-22 16:00:00+01:00,JFJ.L,JPMorgan Japanese Investment Trust,0,-5,below chikou
2026-09-22 16:00:00+01:00,HGT.L,Hg Capital Trust,-1,-5,below chikou
2026-09-22 16:00:00+01:00,PAG.L,Paragon Banking Group,0,-5,below chikou
2026-09-22 16:00:00+01:00,INCH.L,Inchcape,0,-5,below chikou
2026-09-22 16:00:00+01:00,SEQI.L,Sequoia Economic Infrastructure Income Fund,-1,-5,below chikou
2026-09-22 16:00:00+01:00,MNDI.L,Mondi,-1,-5,below chikou
2026-09-22 16:00:00+01:00,MYI.L,Murray International Trust,-1,-4,below chikou
2026-09-22 16:00:00+01:00,UTG.L,Unite Group,0,-4,below chikou
2026-09-22 16:00:00+01:00,HWG.L,Harworth Group,0,-4,below chikou
2026-09-22 16:00:00+01:00,FSV.L,Fidelity Special Values,0,-4,below chikou
2026-09-22 16:00:00+01:00,DLN.L,Derwent London,0,-4,below chikou
2026-09-22 16:00:00+01:00,BPCR.L,Biopharma Credit,0,-4,below chikou
2026-09-22 16:00:00+01:00,FGT.L,Finsbury Growth & Income Trust,-1,-3,below chikou
2026-09-22 16:00:00+01:00,RAT.L,Rathbones,0,-3,below chikou
2026-09-22 16:00:00+01:00,WKP.L,Workspace Group,0,-3,below chikou
2026-09-22 16:00:00+01:00,RMV.L,Rightmove,-1,-3,below chikou
2026-09-22 16:00:00+01:00,RCP.L,RIT Capital Partners,-1,-3,below chikou
2026-09-22 16:00:00+01:00,PCGH.L,Polar Capital Global Healthcare Trust,0,-3,below chikou
2026-09-22 16:00:00+01:00,CTY.L,City of London Investment Trust,0,-3,below chikou
2026-09-22 16:00:00+01:00,DRX.L,Drax Group,0,-3,below chikou
2026-09-22 16:00:00+01:00,JEGI.L,JPMorgan European Growth & Income,0,-3,below chikou
2026-09-22 16:00:00+01:00,GPE.L,Great Portland Estates,0,-3,below chikou
2026-09-22 16:00:00+01:00,HICL.L,HICL Infrastructure Company,0,-3,below chikou
2026-09-22 16:00:00+01:00,GAMA.L,Gamma Communications,-1,-2,below chikou
2026-09-22 16:00:00+01:00,CVSG.L,CVS Group,0,-2,below chikou
2026-09-22 16:00:00+01:00,IWG.L,International Workplace Group,-1,-2,below chikou
2026-09-22 16:00:00+01:00,NBPE.L,Neuberger Private Equity Partners,-1,-2,below chikou
2026-09-22 16:00:00+01:00,QLT.L,Quilter,0,-2,below chikou
2026-09-22 16:00:00+01:00,MOON.L,Moonpig,0,-2,below chikou
2026-09-22 16:00:00+01:00,EDIN.L,Edinburgh Investment Trust,0,-2,below chikou
2026-09-22 16:00:00+01:00,QQ.L,Qinetiq,-1,-2,below chikou
2026-09-22 16:00:00+01:00,SSIT.L,Seraphim Space Investment Trust,0,-2,below chikou
2026-09-22 16:00:00+01:00,TEP.L,Telecom Plus,0,-2,below chikou
2026-09-22 16:00:00+01:00,SAFE.L,Safestore,0,-2,below chikou
2026-09-22 16:00:00+01:00,MUT.L,Murray Income Trust,0,-2,below chikou
2026-09-22 16:00:00+01:00,TRN.L,Trainline,-1,-2,below chikou
2026-09-22 16:00:00+01:00,MTRO.L,Metro Bank,0,-2,below chikou
2026-09-22 16:00:00+01:00,PPH.L,PPHE Hotel Group,-1,-1,below chikou
2026-09-22 16:00:00+01:00,BHMG.L,BH Macro,-1,-1,below chikou
2026-09-22 16:00:00+01:00,FGEN.L,Foresight Environmental Infrastructure,-1,-1,below chikou
2026-09-22 16:00:00+01:00,TRST.L,Trustpilot,-1,-1,below chikou
2026-09-22 16:00:00+01:00,GRI.L,Grainger,1,1,above chikou
2026-09-22 16:00:00+01:00,AEP.L,AEP Plantations,1,1,above chikou
