Symbol,Name,1H Chikou Direction,1H Chikou Count,1H Chikou State,1D Chikou Direction,1D Chikou Count,1D Chikou State,1W Chikou Direction,1W Chikou Count,1W Chikou State,1M Chikou Direction,1M Chikou Count,1M Chikou State,Chikou Score Sum
BHMG.L,BH Macro,-1,-28,below chikou,-1,-6,below chikou,-1,-4,below chikou,1,14,above chikou,-24
BKG.L,Berkeley Group Holdings,-1,-7,below chikou,-1,-14,below chikou,0,-28,below chikou,-1,-20,below chikou,-69
BME.L,B&M,-1,-7,below chikou,1,7,above chikou,1,17,above chikou,-1,-20,below chikou,-3
BMY.L,Bloomsbury Publishing,0,-4,below chikou,-1,-16,below chikou,1,30,above chikou,-1,-1,below chikou,9
BNKR.L,Bankers Investment Trust,0,63,above chikou,1,2,above chikou,1,25,above chikou,1,29,above chikou,119
BOWL.L,Hollywood Bowl Group,0,-18,below chikou,-1,-32,below chikou,0,-3,below chikou,-1,-7,below chikou,-60
BOY.L,Bodycote,-1,-15,below chikou,1,41,above chikou,1,8,above chikou,1,10,above chikou,44
BPCR.L,Biopharma Credit,1,23,above chikou,1,1,above chikou,1,145,above chikou,1,89,above chikou,258
BPT.L,Bridgepoint Group,0,-17,below chikou,-1,-18,below chikou,1,13,above chikou,1,3,above chikou,-19
BREE.L,Breedon Group,-1,-18,below chikou,-1,-13,below chikou,0,-70,below chikou,-1,-7,below chikou,-108
BRGE.L,BlackRock Greater Europe Investment Trust,0,-6,below chikou,-1,-13,below chikou,1,18,above chikou,0,-7,below chikou,-8
BRSC.L,BlackRock Smaller Companies Trust,-1,-15,below chikou,-1,-18,below chikou,1,2,above chikou,-1,-3,below chikou,-34
BRWM.L,BlackRock World Mining Trust,-1,-18,below chikou,0,37,above chikou,1,8,above chikou,1,13,above chikou,40
BUT.L,Brunner Investment Trust,-1,-16,below chikou,0,-11,below chikou,1,24,above chikou,1,34,above chikou,31
BWY.L,Bellway,-1,-15,below chikou,-1,-12,below chikou,0,-28,below chikou,-1,-7,below chikou,-62
BYG.L,Big Yellow Group,-1,-32,below chikou,-1,-19,below chikou,-1,-28,below chikou,-1,-8,below chikou,-87
BYIT.L,Bytes Technology Group,-1,-27,below chikou,1,7,above chikou,1,19,above chikou,-1,-15,below chikou,-16
CBG.L,Close Brothers Group,-1,-26,below chikou,-1,-21,below chikou,0,-16,below chikou,-1,-3,below chikou,-66
CGT.L,Capital Gearing Trust,0,12,above chikou,-1,-9,below chikou,1,57,above chikou,1,17,above chikou,77
CHG.L,Chemring Group,-1,-1,below chikou,-1,-21,below chikou,1,19,above chikou,1,34,above chikou,31
CKN.L,Clarkson,0,-3,below chikou,1,8,above chikou,1,53,above chikou,1,30,above chikou,88
CLDN.L,Caledonia Investments,-1,-5,below chikou,-1,-10,below chikou,1,10,above chikou,1,23,above chikou,18
CMCX.L,CMC Markets,-1,-18,below chikou,-1,-8,below chikou,1,45,above chikou,1,17,above chikou,36
COA.L,Coats Group,1,69,above chikou,-1,-16,below chikou,0,-15,below chikou,0,-4,below chikou,34
CORD.L,Cordiant Digital Infrastructure,1,2,above chikou,1,6,above chikou,1,71,above chikou,1,19,above chikou,98
COST.L,Costain Group,0,6,above chikou,1,84,above chikou,1,149,above chikou,1,34,above chikou,273
CSN.L,Chesnara,-1,-26,below chikou,1,22,above chikou,1,74,above chikou,1,15,above chikou,85
CTY.L,City of London Investment Trust,0,-24,below chikou,-1,-16,below chikou,1,76,above chikou,1,34,above chikou,70
CURY.L,Currys,-1,-9,below chikou,-1,-28,below chikou,1,1,above chikou,1,25,above chikou,-11
CVSG.L,CVS Group,-1,-29,below chikou,-1,-2,below chikou,1,3,above chikou,1,4,above chikou,-24
CWK.L,Cranswick,-1,-18,below chikou,-1,-41,below chikou,0,-3,below chikou,1,34,above chikou,-28
CWR.L,Ceres Power,0,-17,below chikou,0,-10,below chikou,1,57,above chikou,1,9,above chikou,39
DATA.L,GlobalData,-1,-18,below chikou,-1,-16,below chikou,-1,-102,below chikou,-1,-19,below chikou,-155
DLN.L,Derwent London,-1,-31,below chikou,-1,-18,below chikou,1,18,above chikou,-1,-57,below chikou,-88
DNLM.L,Dunelm Group,0,-14,below chikou,-1,-18,below chikou,0,-45,below chikou,-1,-9,below chikou,-86
DOCS.L,Dr. Martens,0,-25,below chikou,-1,-17,below chikou,1,8,above chikou,0,-43,below chikou,-77
DOM.L,Domino's Pizza,0,-12,below chikou,1,7,above chikou,1,24,above chikou,-1,-19,below chikou,0
DRX.L,Drax Group,-1,-30,below chikou,1,19,above chikou,-1,-15,below chikou,1,17,above chikou,-9
DSCV.L,discoverIE,0,-15,below chikou,0,3,above chikou,1,24,above chikou,1,5,above chikou,17
EDIN.L,Edinburgh Investment Trust,-1,-25,below chikou,-1,-13,below chikou,1,10,above chikou,1,63,above chikou,35
ELM.L,Elementis,0,12,above chikou,0,-13,below chikou,1,9,above chikou,1,29,above chikou,37
EMG.L,Man Group,-1,-18,below chikou,1,8,above chikou,1,51,above chikou,1,9,above chikou,50
ENOG.L,Energean,-1,-45,below chikou,-1,-1,below chikou,-1,-24,below chikou,-1,-28,below chikou,-98
ENT.L,Entain,-1,-54,below chikou,-1,-27,below chikou,-1,-41,below chikou,-1,-41,below chikou,-163
ESCT.L,European Smaller Companies Trust,-1,-6,below chikou,0,-12,below chikou,1,24,above chikou,1,31,above chikou,37
EWG.L,Eurowag,0,-51,below chikou,-1,-17,below chikou,-1,-12,below chikou,1,10,above chikou,-70
EWI.L,Edinburgh Worldwide Investment Trust,0,70,above chikou,1,23,above chikou,1,58,above chikou,1,17,above chikou,168
FAN.L,Volution Group,0,-16,below chikou,-1,-11,below chikou,1,3,above chikou,1,28,above chikou,4
FCH.L,Funding Circle,-1,-18,below chikou,-1,-14,below chikou,1,63,above chikou,1,29,above chikou,60
FCSS.L,Fidelity China Special Situations,-1,-9,below chikou,-1,-16,below chikou,-1,-30,below chikou,1,15,above chikou,-40
FEML.L,Fidelity Emerging Markets,1,63,above chikou,1,25,above chikou,1,74,above chikou,1,28,above chikou,190
FEV.L,Fidelity European Trust,-1,-7,below chikou,-1,-13,below chikou,1,8,above chikou,1,78,above chikou,66
FGEN.L,Foresight Environmental Infrastructure,-1,-28,below chikou,-1,-3,below chikou,1,25,above chikou,0,-40,below chikou,-46
FGP.L,FirstGroup,0,29,above chikou,-1,-19,below chikou,1,1,above chikou,0,53,above chikou,64
FGT.L,Finsbury Growth & Income Trust,-1,-30,below chikou,-1,-15,below chikou,1,8,above chikou,-1,-7,below chikou,-44
FOUR.L,4imprint,0,67,above chikou,-1,-11,below chikou,1,8,above chikou,-1,-19,below chikou,45
FRAS.L,Frasers Group,0,8,above chikou,0,-16,below chikou,1,16,above chikou,-1,-24,below chikou,-16
FSG.L,Foresight Group,-1,-27,below chikou,-1,-12,below chikou,1,16,above chikou,-1,-1,below chikou,-24
FSV.L,Fidelity Special Values,-1,-24,below chikou,-1,-13,below chikou,1,76,above chikou,1,29,above chikou,68
GAMA.L,Gamma Communications,0,-29,below chikou,1,47,above chikou,1,10,above chikou,-1,-14,below chikou,14
GCP.L,GCP Infrastructure Investments,-1,-17,below chikou,1,20,above chikou,1,31,above chikou,1,10,above chikou,44
GDWN.L,Goodwin,0,8,above chikou,-1,-14,below chikou,0,-26,below chikou,1,47,above chikou,15
GEN.L,Genuit Group,-1,-9,below chikou,-1,-18,below chikou,-1,-30,below chikou,-1,-7,below chikou,-64
GFRD.L,Galliford Try,0,-2,below chikou,1,7,above chikou,1,21,above chikou,1,70,above chikou,96
GFTU.L,Grafton Group,-1,-10,below chikou,-1,-12,below chikou,1,9,above chikou,0,2,above chikou,-11
GNC.L,Greencore,0,5,above chikou,-1,-14,below chikou,1,1,above chikou,1,29,above chikou,21
GNS.L,Genus,-1,-18,below chikou,-1,-12,below chikou,-1,-23,below chikou,1,14,above chikou,-39
GPE.L,Great Portland Estates,0,2,above chikou,-1,-20,below chikou,1,16,above chikou,-1,-56,below chikou,-58
GRG.L,Greggs,0,-10,below chikou,1,1,above chikou,1,9,above chikou,-1,-20,below chikou,-20
GRI.L,Grainger,-1,-25,below chikou,-1,-20,below chikou,0,-123,below chikou,-1,-50,below chikou,-218
GROW.L,Molten Ventures,-1,-19,below chikou,0,-4,below chikou,1,66,above chikou,1,16,above chikou,59
GSCT.L,Global Smaller Companies Trust,0,-20,below chikou,-1,-12,below chikou,1,62,above chikou,1,17,above chikou,47
HANA.L,Hansa Investment Company,-1,-3,below chikou,1,34,above chikou,1,67,above chikou,1,29,above chikou,127
HAS.L,Hays,0,2,above chikou,-1,-8,below chikou,1,11,above chikou,-1,-49,below chikou,-44
HBR.L,Harbour Energy,0,16,above chikou,1,18,above chikou,-1,-4,below chikou,-1,-4,below chikou,26
HFD.L,Halfords,0,5,above chikou,1,21,above chikou,1,21,above chikou,1,5,above chikou,52
HFEL.L,Henderson Far East Income,0,6,above chikou,1,24,above chikou,1,59,above chikou,1,10,above chikou,99
HFG.L,Hilton Food Group,0,-18,below chikou,1,58,above chikou,1,19,above chikou,-1,-11,below chikou,48
HGT.L,Hg Capital Trust,-1,-32,below chikou,-1,-4,below chikou,0,-80,below chikou,-1,-7,below chikou,-123
HICL.L,HICL Infrastructure Company,-1,-30,below chikou,-1,-13,below chikou,1,24,above chikou,1,5,above chikou,-14
HIK.L,Hikma Pharmaceuticals,-1,-7,below chikou,-1,-16,below chikou,1,10,above chikou,-1,-13,below chikou,-26
HILS.L,Hill & Smith,1,76,above chikou,1,5,above chikou,1,63,above chikou,1,38,above chikou,182
HMSO.L,Hammerson,-1,-7,below chikou,-1,-15,below chikou,1,67,above chikou,1,16,above chikou,61
HOC.L,Hochschild Mining,-1,-32,below chikou,1,35,above chikou,0,-12,below chikou,1,30,above chikou,21
HRI.L,Herald Investment Trust,-1,-2,below chikou,0,-19,below chikou,1,62,above chikou,1,29,above chikou,70
HSL.L,Henderson Smaller Companies Investment Trust,-1,-16,below chikou,-1,-12,below chikou,1,24,above chikou,0,17,above chikou,13
HTG.L,Hunting,1,12,above chikou,-1,-25,below chikou,-1,-6,below chikou,-1,-1,below chikou,-20
HTWS.L,Helios Towers,1,66,above chikou,1,7,above chikou,1,73,above chikou,1,16,above chikou,162
HVPE.L,HarbourVest Global Private Equity,1,31,above chikou,-1,-17,below chikou,1,62,above chikou,1,27,above chikou,103
HWG.L,Harworth Group,1,13,above chikou,1,1,above chikou,1,8,above chikou,1,2,above chikou,24
IAD.L,Invesco Asia Dragon Trust,0,63,above chikou,1,25,above chikou,1,66,above chikou,1,17,above chikou,171
ICGT.L,ICG Enterprise Trust,-1,-23,below chikou,-1,-12,below chikou,1,4,above chikou,1,31,above chikou,0
IHP.L,IntegraFin Holdings,-1,-27,below chikou,-1,-10,below chikou,1,17,above chikou,0,27,above chikou,7
INCH.L,Inchcape,-1,-32,below chikou,-1,-14,below chikou,0,-5,below chikou,0,10,above chikou,-41
INPP.L,International Public Partnerships,0,-17,below chikou,0,-22,below chikou,1,66,above chikou,1,10,above chikou,37
IPO.L,IP Group,-1,-11,below chikou,1,4,above chikou,1,24,above chikou,1,11,above chikou,28
ITV.L,ITV,-1,-45,below chikou,-1,-58,below chikou,-1,-15,below chikou,-1,-2,below chikou,-120
IWG.L,International Workplace Group,-1,-16,below chikou,0,-34,below chikou,0,-29,below chikou,0,23,above chikou,-56
JAM.L,JPMorgan American Investment Trust,0,-3,below chikou,1,1,above chikou,1,25,above chikou,1,78,above chikou,101
JCH.L,JPMorgan Claverhouse Investment Trust,-1,-22,below chikou,-1,-13,below chikou,1,76,above chikou,1,28,above chikou,69
JDW.L,Wetherspoons,0,-7,below chikou,0,-12,below chikou,1,9,above chikou,1,2,above chikou,-8
JEDT.L,JPMorgan European Discovery,-1,-4,below chikou,0,-12,below chikou,1,3,above chikou,1,29,above chikou,16
JEGI.L,JPMorgan European Growth & Income,-1,-18,below chikou,-1,-13,below chikou,1,3,above chikou,1,70,above chikou,42
JEMI.L,JPMorgan Emerging Markets Dividend Income,1,25,above chikou,1,24,above chikou,1,72,above chikou,1,28,above chikou,149
JFJ.L,JPMorgan Japanese Investment Trust,0,8,above chikou,0,-11,below chikou,1,75,above chikou,1,28,above chikou,100
JGGI.L,JPMorgan Global Growth & Income,0,7,above chikou,-1,-14,below chikou,1,24,above chikou,1,77,above chikou,94
JMAT.L,Johnson Matthey,0,-17,below chikou,1,3,above chikou,0,-14,below chikou,1,14,above chikou,-14
JMGI.L,JPMorgan Emerging Markets Growth & Income,-1,-2,below chikou,1,23,above chikou,1,72,above chikou,1,17,above chikou,110
JSG.L,Johnson Service Group,0,-10,below chikou,-1,-55,below chikou,1,21,above chikou,0,-2,below chikou,-46
JUP.L,Jupiter Fund Management,0,-18,below chikou,1,7,above chikou,0,-10,below chikou,1,14,above chikou,-7
KIE.L,Kier Group,0,-2,below chikou,1,9,above chikou,1,13,above chikou,1,33,above chikou,53
KLR.L,Keller Group,0,77,above chikou,1,7,above chikou,1,44,above chikou,1,31,above chikou,159
KNOS.L,Kainos,-1,-14,below chikou,0,44,above chikou,1,8,above chikou,1,2,above chikou,40
LRE.L,Lancashire Holdings,-1,-18,below chikou,1,15,above chikou,1,3,above chikou,0,4,above chikou,4
LWDB.L,Law Debenture,-1,-18,below chikou,-1,-18,below chikou,1,74,above chikou,1,30,above chikou,68
MAB.L,Mitchells & Butlers,-1,-6,below chikou,0,-14,below chikou,1,1,above chikou,-1,-1,below chikou,-20
MEGP.L,ME Group International,-1,-33,below chikou,0,-3,below chikou,-1,-2,below chikou,-1,-5,below chikou,-43
MGAM.L,Morgan Advanced Materials,0,76,above chikou,1,4,above chikou,1,4,above chikou,-1,-20,below chikou,64
MGNS.L,Morgan Sindall Group,0,-25,below chikou,-1,-45,below chikou,0,-11,below chikou,1,28,above chikou,-53
MNDI.L,Mondi,-1,-17,below chikou,-1,-15,below chikou,0,-7,below chikou,-1,-46,below chikou,-85
MNKS.L,Monks Investment Trust,1,15,above chikou,1,3,above chikou,1,24,above chikou,1,29,above chikou,71
MNTN.L,Schiehallion Fund,0,6,above chikou,0,0,neutral chikou,0,0,neutral chikou,0,0,neutral chikou,6
MONY.L,MONY Group,-1,-27,below chikou,-1,-16,below chikou,1,13,above chikou,-1,-24,below chikou,-54
MOON.L,Moonpig,0,-11,below chikou,-1,-16,below chikou,1,21,above chikou,1,24,above chikou,18
MRC.L,Mercantile Investment Trust,-1,-18,below chikou,-1,-13,below chikou,1,25,above chikou,1,29,above chikou,23
MRCH.L,Merchants Trust,-1,-23,below chikou,-1,-13,below chikou,1,72,above chikou,1,14,above chikou,50
MTO.L,Mitie,-1,-14,below chikou,1,19,above chikou,1,10,above chikou,1,52,above chikou,67
MTRO.L,Metro Bank,-1,-29,below chikou,0,-4,below chikou,1,25,above chikou,1,16,above chikou,8
MUT.L,Murray Income Trust,-1,-23,below chikou,-1,-18,below chikou,1,26,above chikou,1,17,above chikou,2
MYI.L,Murray International Trust,-1,-31,below chikou,0,-13,below chikou,1,75,above chikou,1,54,above chikou,85
N91.L,Ninety One,0,-18,below chikou,-1,-18,below chikou,-1,-14,below chikou,1,14,above chikou,-36
NAIT.L,North American Income Trust,0,-48,below chikou,-1,-13,below chikou,1,57,above chikou,1,34,above chikou,30
NAS.L,North Atlantic Smaller Companies Investment Trust,1,58,above chikou,0,-18,below chikou,1,19,above chikou,0,5,above chikou,64
NBPE.L,Neuberger Private Equity Partners,1,18,above chikou,-1,-13,below chikou,1,4,above chikou,-1,-19,below chikou,-10
NCC.L,NCC Group,1,45,above chikou,1,1,above chikou,1,8,above chikou,0,5,above chikou,59
OCDO.L,Ocado Group,1,16,above chikou,-1,-5,below chikou,1,7,above chikou,-1,-55,below chikou,-37
OCI.L,Oakley Capital Investments,1,14,above chikou,0,-9,below chikou,1,4,above chikou,1,118,above chikou,127
ONT.L,Oxford Nanopore Technologies,1,11,above chikou,1,34,above chikou,1,6,above chikou,1,2,above chikou,53
OSB.L,OSB Group,-1,-26,below chikou,0,-2,below chikou,0,-23,below chikou,0,16,above chikou,-35
OXB.L,Oxford Biomedica,0,30,above chikou,1,1,above chikou,-1,-12,below chikou,1,15,above chikou,34
OXIG.L,Oxford Instruments,-1,-3,below chikou,1,1,above chikou,1,52,above chikou,1,9,above chikou,59
PAF.L,Pan African Resources,-1,-24,below chikou,1,37,above chikou,0,-15,below chikou,1,32,above chikou,30
PAG.L,Paragon Banking Group,-1,-32,below chikou,-1,-22,below chikou,0,-47,below chikou,0,34,above chikou,-67
PAGE.L,Michael Page,0,-11,below chikou,1,55,above chikou,1,6,above chikou,-1,-41,below chikou,9
PCGH.L,Polar Capital Global Healthcare Trust,-1,-2,below chikou,-1,-13,below chikou,1,14,above chikou,1,78,above chikou,77
PETS.L,Pets at Home,-1,-17,below chikou,0,-14,below chikou,1,4,above chikou,-1,-47,below chikou,-74
PEY.L,Partners Group Private Equity,-1,-91,below chikou,-1,-10,below chikou,-1,-33,below chikou,-1,-4,below chikou,-138
PFD.L,Premier Foods,0,-3,below chikou,0,-9,below chikou,1,25,above chikou,1,78,above chikou,91
PHI.L,Pacific Horizon Investment Trust,0,-11,below chikou,1,7,above chikou,1,72,above chikou,1,16,above chikou,84
PHP.L,Primary Health Properties,-1,-20,below chikou,-1,-18,below chikou,0,-20,below chikou,0,-7,below chikou,-65
PIN.L,Pantheon International,1,11,above chikou,-1,-13,below chikou,1,62,above chikou,1,31,above chikou,91
PINE.L,Pinewood Technologies,-1,-8,below chikou,0,64,above chikou,1,6,above chikou,1,3,above chikou,65
PINT.L,Pantheon Infrastructure,1,4,above chikou,1,16,above chikou,1,2,above chikou,1,18,above chikou,40
PLUS.L,Plus500,-1,-26,below chikou,-1,-54,below chikou,-1,-9,below chikou,1,70,above chikou,-19
PNL.L,Personal Assets Trust,0,-25,below chikou,-1,-12,below chikou,1,8,above chikou,1,23,above chikou,-6
PNN.L,Pennon Group,-1,-11,below chikou,-1,-18,below chikou,-1,-17,below chikou,-1,-58,below chikou,-104
POLN.L,Pollen Street Group,1,55,above chikou,1,3,above chikou,1,4,above chikou,1,21,above chikou,83
PPET.L,Patria Private Equity Trust,1,7,above chikou,0,-43,below chikou,1,4,above chikou,1,34,above chikou,2
PPH.L,PPHE Hotel Group,-1,-6,below chikou,0,-2,below chikou,-1,-15,below chikou,1,22,above chikou,-1
PRN.L,Princes Group,0,8,above chikou,1,1,above chikou,-1,-22,below chikou,0,0,neutral chikou,-13
PSN.L,Persimmon,-1,-11,below chikou,0,-6,below chikou,0,-27,below chikou,-1,-7,below chikou,-51
PTEC.L,Playtech,-1,-44,below chikou,1,25,above chikou,1,25,above chikou,-1,-17,below chikou,-11
QLT.L,Quilter,-1,-29,below chikou,-1,-33,below chikou,1,72,above chikou,1,26,above chikou,36
QQ.L,Qinetiq,-1,-29,below chikou,-1,-17,below chikou,1,1,above chikou,1,33,above chikou,-12
RAT.L,Rathbones,-1,-25,below chikou,-1,-17,below chikou,-1,-15,below chikou,-1,-1,below chikou,-58
RCP.L,RIT Capital Partners,0,2,above chikou,-1,-15,below chikou,1,58,above chikou,1,17,above chikou,62
RHIM.L,RHI Magnesita,0,-6,below chikou,0,-10,below chikou,1,3,above chikou,-1,-14,below chikou,-27
RICA.L,Ruffer Investment Company,0,-20,below chikou,0,41,above chikou,-1,-10,below chikou,1,13,above chikou,24
RMV.L,Rightmove,-1,-30,below chikou,-1,-4,below chikou,1,7,above chikou,-1,-8,below chikou,-35
RNK.L,Rank Group,-1,-55,below chikou,-1,-15,below chikou,-1,-3,below chikou,1,23,above chikou,-50
ROR.L,Rotork,0,83,above chikou,0,5,above chikou,1,11,above chikou,1,3,above chikou,102
ROSE.L,Rosebank Industries,-1,-27,below chikou,-1,-12,below chikou,0,8,above chikou,-1,-1,below chikou,-32
RPI.L,Raspberry Pi Holdings,1,63,above chikou,1,2,above chikou,1,26,above chikou,1,2,above chikou,93
RS1.L,RS Group,0,-9,below chikou,1,6,above chikou,1,11,above chikou,0,2,above chikou,10
RSW.L,Renishaw,0,63,above chikou,1,5,above chikou,1,58,above chikou,1,9,above chikou,135
RTW.L,RTW Biotech Opportunities,-1,-9,below chikou,-1,-15,below chikou,1,57,above chikou,1,15,above chikou,48
SAFE.L,Safestore,-1,-29,below chikou,-1,-21,below chikou,-1,-23,below chikou,-1,-7,below chikou,-80
SAGA.L,Saga,0,-18,below chikou,-1,-18,below chikou,1,93,above chikou,1,16,above chikou,73
SAIN.L,Scottish American Investment Company,-1,-17,below chikou,0,-13,below chikou,1,24,above chikou,1,6,above chikou,0
SCT.L,Softcat,-1,-36,below chikou,-1,-14,below chikou,1,19,above chikou,0,5,above chikou,-26
SDP.L,Schroder AsiaPacific Fund,-1,-11,below chikou,1,25,above chikou,1,66,above chikou,1,17,above chikou,97
SEIT.L,SDCL Efficiency Income Trust,-1,-7,below chikou,-1,-29,below chikou,-1,-39,below chikou,-1,-49,below chikou,-124
SEQI.L,Sequoia Economic Infrastructure Income Fund,1,4,above chikou,0,-18,below chikou,1,32,above chikou,1,3,above chikou,21
SHAW.L,Shawbrook Bank,0,-18,below chikou,-1,-35,below chikou,0,-22,below chikou,0,0,neutral chikou,-75
SHC.L,Shaftesbury Capital,0,-15,below chikou,-1,-13,below chikou,1,7,above chikou,-1,-1,below chikou,-22
SMWH.L,WHSmith,-1,-24,below chikou,-1,-19,below chikou,-1,-23,below chikou,-1,-41,below chikou,-107
SNR.L,Senior,0,106,above chikou,1,78,above chikou,1,74,above chikou,1,16,above chikou,274
SOI.L,Schroder Oriental Income Fund,0,2,above chikou,1,38,above chikou,1,69,above chikou,1,17,above chikou,126
SPI.L,Spire Healthcare,0,41,above chikou,1,48,above chikou,1,16,above chikou,0,-10,below chikou,95
SRE.L,Sirius Real Estate,-1,-36,below chikou,-1,-19,below chikou,-1,-11,below chikou,-1,-1,below chikou,-67
SRP.L,Serco,-1,-41,below chikou,-1,-9,below chikou,-1,-17,below chikou,1,18,above chikou,-49
SSIT.L,Seraphim Space Investment Trust,-1,-29,below chikou,1,3,above chikou,1,74,above chikou,1,20,above chikou,68
SSPG.L,SSP Group,-1,-11,below chikou,-1,-16,below chikou,1,9,above chikou,1,2,above chikou,-16
SUPR.L,Supermarket Income REIT,-1,-12,below chikou,-1,-40,below chikou,1,1,above chikou,1,12,above chikou,-39
SVS.L,Savills,-1,-17,below chikou,-1,-4,below chikou,1,6,above chikou,-1,-7,below chikou,-22
SYNC.L,Syncona,1,7,above chikou,1,97,above chikou,1,18,above chikou,0,-71,below chikou,51
TATE.L,Tate & Lyle,0,33,above chikou,1,16,above chikou,1,20,above chikou,-1,-62,below chikou,7
TBCG.L,TBC Bank,1,6,above chikou,1,61,above chikou,1,25,above chikou,1,53,above chikou,145
TCAP.L,TP ICAP,0,-18,below chikou,0,-2,below chikou,1,25,above chikou,1,34,above chikou,39
TEM.L,Templeton Emerging Markets Investment Trust,0,63,above chikou,1,25,above chikou,1,74,above chikou,1,28,above chikou,190
TEP.L,Telecom Plus,-1,-29,below chikou,-1,-18,below chikou,-1,-48,below chikou,-1,-10,below chikou,-105
TFIF.L,Twentyfour Income Fund,0,6,above chikou,0,17,above chikou,0,-30,below chikou,1,25,above chikou,18
THG.L,THG,-1,-14,below chikou,-1,-12,below chikou,-1,-28,below chikou,-1,-47,below chikou,-101
THRL.L,Target Healthcare REIT,-1,-7,below chikou,1,2,above chikou,1,37,above chikou,1,20,above chikou,52
TMPL.L,Temple Bar Investment Trust,0,-38,below chikou,-1,-15,below chikou,1,96,above chikou,1,39,above chikou,82
TPK.L,Travis Perkins,-1,-9,below chikou,-1,-12,below chikou,1,1,above chikou,-1,-55,below chikou,-75
TRIG.L,The Renewables Infrastructure Group,0,11,above chikou,1,7,above chikou,1,17,above chikou,-1,-46,below chikou,-11
TRN.L,Trainline,-1,-29,below chikou,-1,-27,below chikou,-1,-1,below chikou,-1,-10,below chikou,-67
TRST.L,Trustpilot,0,-28,below chikou,-1,-14,below chikou,0,25,above chikou,0,30,above chikou,13
TRY.L,TR Property Investment Trust,-1,-45,below chikou,-1,-29,below chikou,-1,-22,below chikou,-1,-2,below chikou,-98
TW.L,Taylor Wimpey,-1,-7,below chikou,-1,-12,below chikou,-1,-29,below chikou,-1,-15,below chikou,-63
UEM.L,Utilico Emerging Markets,0,-3,below chikou,1,3,above chikou,1,1,above chikou,1,54,above chikou,55
UKW.L,Greencoat UK Wind,0,-8,below chikou,1,5,above chikou,1,17,above chikou,-1,-29,below chikou,-15
USA.L,Baillie Gifford US Growth Trust,1,71,above chikou,1,25,above chikou,1,57,above chikou,1,26,above chikou,179
UTG.L,Unite Group,-1,-26,below chikou,-1,-28,below chikou,0,-62,below chikou,-1,-41,below chikou,-157
VCT.L,Victrex,-1,-18,below chikou,1,58,above chikou,1,10,above chikou,-1,-57,below chikou,-7
VEIL.L,Vietnam Enterprise Investments,-1,-4,below chikou,1,22,above chikou,0,-14,below chikou,1,16,above chikou,20
VLX.L,Volex,-1,-17,below chikou,1,33,above chikou,1,67,above chikou,1,17,above chikou,100
VOF.L,VinaCapital Vietnam Opportunity Fund,0,-14,below chikou,0,-5,below chikou,0,-19,below chikou,-1,-4,below chikou,-42
