symbol,name
6E=F,Euro FX Futures
6J=F,Japanese Yen Futures
6A=F,Australian Dollar Futures
6B=F,British Pound Futures
6C=F,Canadian Dollar Futures
6S=F,Swiss Franc Futures
6N=F,New Zealand Dollar Futures
