Date,Symbol,Name,Kicker
2022-08-05,6B=F,British Pound Futures,-1
2022-09-01,6J=F,Japanese Yen Futures,-1
2022-11-03,6E=F,Euro FX Futures,-1
2022-11-03,6A=F,Australian Dollar Futures,-1
2022-11-03,6N=F,New Zealand Dollar Futures,-1
2022-11-10,6S=F,Swiss Franc Futures,1
2022-11-15,6C=F,Canadian Dollar Futures,-1
