Date,Symbol,Name,Direction,Count
2022-11-14,ITV.L,ITV,-1.0,1.0
2022-11-14,MCRO.L,Micro Focus International,-1.0,1.0
2022-11-14,MDC.L,Mediclinic International,-1.0,1.0
2022-11-14,LIO.L,Liontrust Asset Management,-1.0,1.0
2022-11-14,LRE.L,Lancashire Holdings,-1.0,1.0
2022-11-14,KNOS.L,Kainos,-1.0,1.0
2022-11-14,JFJ.L,JPMorgan Japanese Investment Trust,-1.0,1.0
2022-11-14,JII.L,JPMorgan Indian Investment Trust,-1.0,1.0
2022-11-14,JAM.L,JPMorgan American Investment Trust,-1.0,1.0
2022-11-14,INDV.L,Indivior,-1.0,1.0
2022-11-14,IMI.L,IMI,-1.0,1.0
2022-11-14,IGG.L,IG Group Holdings,-1.0,1.0
2022-11-14,HSX.L,Hiscox,-1.0,1.0
2022-11-14,GNS.L,Genus,-1.0,1.0
2022-11-14,FGT.L,Finsbury Growth & Income Trust,-1.0,1.0
2022-11-14,FEV.L,Fidelity European Trust,-1.0,1.0
2022-11-14,ERM.L,Euromoney Institutional Investor,-1.0,1.0
2022-11-14,ENOG.L,Energean,-1.0,1.0
2022-11-14,EDIN.L,Edinburgh Investment Trust,-1.0,1.0
2022-11-14,DNLM.L,Dunelm Group,-1.0,1.0
2022-11-14,DOCS.L,Dr. Martens,-1.0,1.0
2022-11-14,DEC.L,Diversified Energy,-1.0,1.0
2022-11-14,MTO.L,Mitie,-1.0,1.0
2022-11-14,MONY.L,Moneysupermarket.com Group,-1.0,1.0
2022-11-14,MYI.L,Murray International Trust,-1.0,1.0
2022-11-14,NBPE.L,NB Private Equity Partners,-1.0,1.0
2022-11-14,WEIR.L,Weir Group,-1.0,1.0
2022-11-14,VID.L,Videndum,-1.0,1.0
2022-11-14,VSVS.L,Vesuvius,-1.0,1.0
2022-11-14,TRN.L,Trainline,-1.0,1.0
2022-11-14,TCAP.L,TP ICAP,-1.0,1.0
2022-11-14,TEP.L,Telecom Plus,-1.0,1.0
2022-11-14,TBCG.L,TBC Bank,-1.0,1.0
2022-11-14,SYNC.L,Syncona,-1.0,1.0
2022-11-14,SPT.L,Spirent,-1.0,1.0
2022-11-14,SXS.L,Spectris,-1.0,1.0
2022-11-14,DSCV.L,discoverIE,-1.0,1.0
2022-11-14,SRP.L,Serco,-1.0,1.0
2022-11-14,ROR.L,Rotork,-1.0,1.0
2022-11-14,RAT.L,Rathbones,-1.0,1.0
2022-11-14,QQ.L,QinetiQ,-1.0,1.0
2022-11-14,PZC.L,PZ Cussons,-1.0,1.0
2022-11-14,PLUS.L,Plus500,-1.0,1.0
2022-11-14,PAG.L,Paragon Banking Group,-1.0,1.0
2022-11-14,PAGE.L,PageGroup,-1.0,1.0
2022-11-14,NESF.L,NextEnergy Solar Fund,-1.0,1.0
2022-11-14,NETW.L,Network International,-1.0,1.0
2022-11-14,NCC.L,NCC Group,-1.0,1.0
2022-11-14,SAIN.L,Scottish American Investment Company,-1.0,1.0
2022-11-14,GLO.L,ContourGlobal,-1.0,1.0
2022-11-14,WWH.L,Worldwide Healthcare Trust,-1.0,1.0
2022-11-14,FOUR.L,4imprint,-1.0,1.0
2022-11-14,BBY.L,Balfour Beatty,-1.0,1.0
2022-11-14,ABDN.L,abrdn,-1.0,1.0
2022-11-14,BCG.L,Baltic Classifieds,-1.0,1.0
2022-11-14,CNE.L,Capricorn Energy,-1.0,1.0
