Date,Symbol,Name,Kicker
2022-03-28,6B=F,British Pound Futures,-1
2022-05-09,6A=F,Australian Dollar Futures,-1
2022-05-23,6C=F,Canadian Dollar Futures,1
2022-07-18,6S=F,Swiss Franc Futures,1
2022-10-17,6E=F,Euro FX Futures,1
